object_id,entity_type,parent_id,name,category_code,status,start_dates,end_dates,time_elapsed_months,country_code,state_code,city,region,investment_rounds,invested_companies,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships
c:43873,Company,,Kolorific,semiconductor,closed,2003-01-01,2007-01-05,48.0,USA,CA,Milpitas,SF Bay,0,0,1,7000000.0,,,0,0
c:43874,Company,,CoWare,software,operating,1997-01-01,2007-07-20,127.0,USA,CA,San Jose,SF Bay,0,0,1,7000000.0,2004-01-01,2004-01-01,1,9
c:43875,Company,,Defywire,mobile,closed,2003-01-01,2007-03-27,51.0,USA,VA,Reston,Washington DC,0,0,2,10600000.0,2002-09-01,2002-09-01,1,2
c:43877,Company,,Jacent Technologies,software,closed,2001-01-01,2007-03-19,75.0,USA,CA,Santa Clara,SF Bay,0,0,2,13700000.0,2001-01-01,2001-01-01,1,2
c:43878,Company,,Shoplogix,software,operating,2002-01-01,2007-06-19,66.0,CAN,,Mississauga,Mississauga,0,0,1,7000000.0,2005-01-01,2005-01-01,1,2
c:43879,Company,,SkyRecon Systems,software,operating,2003-01-01,2007-03-12,50.0,FRA,,Paris,Paris,0,0,2,10230000.0,2003-01-01,2003-01-01,1,1
c:4388,Company,,Globant,software,operating,2003-01-01,2011-03-22,99.0,ARG,,Buenos Aires,Buenos Aires,0,0,2,28000000.0,2010-02-04,2013-01-01,4,24
c:43881,Company,,KoolConnect Technologies,software,operating,1999-01-01,2007-11-12,106.0,USA,MA,Canton,Boston,0,0,1,6500000.0,,,0,0
c:43882,Company,,Triangulate,web,operating,2009-01-01,2010-07-27,19.0,USA,CA,Palo Alto,SF Bay,0,0,2,1500000.0,2009-05-01,2010-07-27,2,8
c:43893,Company,,Antengo,mobile,operating,2010-01-01,2013-03-29,39.0,USA,CA,La Jolla,San Diego,0,0,3,325000.0,2010-01-03,2011-07-07,2,8
c:43895,Company,,enGreet,web,acquired,2009-01-01,2009-01-01,0.0,USA,IN,Indianapolis,Indianapolis,0,0,1,0.0,2010-02-02,2010-02-02,1,1
c:43898,Company,,AlienVault,enterprise,operating,2007-03-07,2013-09-05,78.0,USA,CA,San Mateo,SF Bay,0,0,5,62900035.0,2012-07-09,2013-09-05,2,14
c:43900,Company,,OrthAlign,medical,operating,2008-01-01,2010-03-15,26.0,USA,CA,Irvine,Los Angeles,0,0,1,5200000.0,,,0,2
c:43902,Company,,Valtech Cardio,medical,operating,2006-01-01,2010-03-15,50.0,ISR,,St' Or-Yehuda,St' Or-Yehuda,0,0,1,17800000.0,,,0,3
c:43906,Company,,Aquapharm Biodiscovery,biotech,operating,2000-01-01,2010-04-05,123.0,GBR,,,United Kingdom - Other,0,0,3,16192469.0,,,0,0
c:43907,Company,,Rhythm Pharmaceuticals,biotech,operating,2008-01-01,2013-09-10,68.0,USA,MA,Boston,Boston,0,0,7,94900000.0,2010-09-08,2011-10-01,2,19
c:43909,Company,,Biztag,software,operating,2011-10-08,2012-03-21,5.0,USA,CA,san francisco,SF Bay,0,0,1,100000.0,,,0,1
c:43910,Company,,SkillPages,search,operating,2010-03-15,2012-06-14,27.0,IRL,,Co. Dublin,Co. Dublin,0,0,3,22085400.0,2011-08-01,2013-08-26,3,10
c:43915,Company,,Bioenvision,biotech,closed,1996-01-01,2007-04-30,136.0,USA,NY,New York,New York,0,0,1,7410000.0,,,0,3
c:43916,Company,,Syndax Pharmaceuticals,biotech,operating,2005-01-01,2013-08-27,104.0,USA,MA,Waltham,Boston,0,0,2,35600000.0,,,0,5
c:43917,Company,,NextDocs,software,operating,2006-01-01,2013-09-11,92.0,USA,PA,Conshohocken,Philadelphia,0,0,3,28800000.0,2010-03-15,2013-01-01,3,11
c:4392,Company,,ImageShack,network_hosting,operating,2003-11-01,2007-05-01,42.0,USA,CA,Los Gatos,SF Bay,0,0,1,10000000.0,2010-01-21,2012-10-01,3,28
c:43929,Company,,Mimvi,search,operating,2010-01-01,2013-05-28,41.0,USA,CA,Sunnyvale,SF Bay,0,0,3,875000.0,2010-08-30,2013-01-01,2,9
c:4393,Company,,RealMatch,advertising,operating,2004-01-01,2013-07-22,115.0,USA,NY,New York,New York,0,0,3,11700000.0,2010-11-15,2013-05-01,2,20
c:43938,Company,,M3 Technology Group,enterprise,acquired,2002-01-01,2007-10-12,69.0,USA,NC,Charlotte,Charlotte,0,0,1,6500000.0,,,0,0
c:4394,Company,,Collective Intellect,enterprise,acquired,2005-01-01,2012-12-07,95.0,USA,CO,Boulder,Denver,0,0,6,15324624.0,2008-01-01,2012-06-05,3,10
c:43940,Company,,Seanodes,network_hosting,operating,2002-01-01,2007-09-07,68.0,FRA,,"Billancourt,",Billancourt,0,0,1,6330000.0,,,0,0
c:43942,Company,,FinanceAcar,finance,operating,2009-03-01,2011-08-03,29.0,GBR,,London,London,0,0,1,0.0,2009-03-01,2011-08-03,2,2
c:43943,Company,,Innovasic Semiconductor,semiconductor,operating,1991-01-01,2007-04-03,195.0,USA,NM,Albuquerque,Albuquerque,0,0,1,6220000.0,,,0,0
c:43948,Company,,Transparency Software,software,closed,2004-01-01,2007-07-01,42.0,USA,CA,Palo Alto,SF Bay,0,0,2,12050000.0,,,0,0
c:43950,Company,,Insightix,security,operating,2004-01-01,2007-07-26,43.0,ISR,,Ra'anana,Raanana,0,0,1,6000000.0,,,0,1
c:43954,Company,,Vela Systems,software,acquired,2005-01-01,2010-09-02,68.0,USA,MA,Burlington,Boston,0,0,3,12000000.0,2007-07-01,2010-09-02,2,4
c:43955,Company,,Bloson,web,operating,2009-01-01,2009-01-01,0.0,USA,MA,Cambridge,Boston,0,0,1,0.0,2010-03-22,2010-04-23,2,3
c:43957,Company,,CANDDi,analytics,operating,2009-11-05,2012-09-08,34.0,GBR,,Manchester,Manchester,0,0,3,692595.0,2011-06-23,2013-03-15,4,13
c:4397,Company,,PluggedIn,games_video,closed,2006-08-01,2008-04-15,20.0,USA,CA,Santa Monica,Los Angeles,0,0,1,2000000.0,2009-03-04,2011-01-01,2,6
c:43977,Company,,Done In :60 Seconds,advertising,operating,2007-02-01,2010-07-01,41.0,USA,KY,Lexington,Lexington,0,0,1,30000.0,2007-02-01,2007-02-01,1,1
c:43981,Company,,aWhere,software,operating,2007-01-01,2010-03-16,38.0,USA,CO,Golden,Denver,0,0,1,450000.0,,,0,0
c:43988,Company,,EnCoate,biotech,closed,2003-01-01,2007-07-24,55.0,NZL,,,New Zealand - Other,0,0,1,5100000.0,,,0,0
c:43994,Company,,Spectral Image,biotech,operating,2007-01-01,2007-11-03,10.0,USA,FL,Tampa,Tampa,0,0,1,5000000.0,,,0,0
c:43995,Company,,PolyTherics,biotech,operating,2001-01-01,2013-07-26,151.0,GBR,,London,London,0,0,4,32476910.0,2011-05-01,2011-05-01,1,4
c:44,Company,,Jingle Networks,mobile,acquired,2005-09-01,2009-12-28,52.0,USA,NY,New York,New York,0,0,7,88651133.0,2009-04-30,2011-04-11,5,12
c:44003,Company,,Matomy Market,advertising,operating,2007-04-01,2010-07-12,39.0,ISR,,Ramat HaChayal,Ramat Hachayal,0,0,1,17000000.0,2010-01-01,2011-04-06,3,3
c:44008,Company,,GT Nexus,software,operating,1998-01-01,2011-02-11,157.0,USA,CA,Oakland,SF Bay,0,0,2,11753046.0,2013-01-01,2013-01-01,1,18
c:44010,Company,,idiag,biotech,operating,1993-01-01,2007-10-17,177.0,CHE,,CH-8320,unknown,0,0,1,3810000.0,,,0,0
c:44011,Company,,ComAbility,public_relations,operating,2003-01-01,2007-11-14,58.0,ISR,,Herzliya,Herzliya,0,0,1,6000000.0,2007-01-01,2007-01-01,1,1
c:44013,Company,,Mitrionics,software,operating,2001-01-01,2007-05-15,76.0,SWE,,Lund,Lund,0,0,2,9000000.0,2008-01-01,2008-01-01,1,2
c:44015,Company,,Mango-Mate,hardware,operating,1997-01-01,2007-02-27,122.0,USA,,"Norwalk,CT 06851",TBD,0,0,1,6000000.0,,,0,0
c:44027,Company,,OpenTrust,software,acquired,2000-02-17,2005-04-04,62.0,FRA,,Paris,Paris,0,0,1,3850000.0,,,0,3
c:44051,Company,,Dinglepharb,games_video,closed,2009-06-01,2009-06-01,0.0,HKG,,Fotan N.T,Fotan N.T,0,0,1,400000.0,2009-06-01,2009-06-01,1,5
c:44061,Company,,Jana Mobile,mobile,operating,2009-01-01,2013-07-16,54.0,USA,MA,Boston,Boston,0,0,4,24175000.0,2011-04-12,2013-08-27,2,7
c:44062,Company,,mygola,travel,operating,2009-10-02,2013-10-17,48.0,USA,MD,Chevy Chase,Washington DC,0,0,3,2658000.0,2009-08-01,2011-12-19,2,2
c:44064,Company,,Oasys Mobile,software,closed,1984-01-01,2005-11-18,263.0,USA,NC,Raleigh,Raleigh-Durham,0,0,1,8000000.0,2008-09-01,2008-09-01,1,1
c:44067,Company,,Promedior,biotech,operating,2006-01-01,2012-10-15,81.0,USA,MA,Lexington,Boston,0,0,5,57000000.0,2012-01-01,2012-01-01,1,16
c:44071,Company,,TribeHR,software,acquired,2009-01-01,2012-08-01,43.0,CAN,,"Kitchener, ON",Kitchener,0,0,2,3500000.0,2012-03-08,2012-08-29,2,10
c:44073,Company,,Sciona,biotech,operating,2000-01-01,2007-06-08,89.0,USA,CO,Aurora,Denver,0,0,2,13300000.0,,,0,2
c:44074,Company,,Silk Road Medical,medical,operating,2007-01-01,2013-05-08,76.0,USA,CA,Palo Alto,SF Bay,0,0,4,71077587.0,,,0,1
c:44075,Company,,Trada,advertising,operating,2008-09-15,2013-08-07,59.0,USA,CO,Boulder,Denver,0,0,4,17950000.0,2011-11-09,2012-01-05,3,11
c:44078,Company,,BioStratum,,operating,1994-01-01,2011-08-19,212.0,USA,NC,Durham,Raleigh-Durham,1,1,1,599999.0,,,0,0
c:44081,Company,,Verax Biomedical,biotech,operating,1999-01-01,2013-10-09,177.0,USA,MA,Worcester,Boston,0,0,5,22138121.0,,,0,3
c:44082,Company,,Viragen,biotech,operating,1979-01-01,2007-04-16,339.0,USA,FL,Plantation,Fort Lauderdale,0,0,3,9430000.0,,,0,0
c:44086,Company,,Smartling,enterprise,operating,2009-01-01,2013-10-09,57.0,USA,NY,New York,New York,0,0,3,38099998.0,2011-10-12,2013-10-01,3,9
c:44087,Company,,Fusion Antibodies,biotech,operating,2001-01-01,2007-07-26,79.0,GBR,,Northern Ireland,Northern Ireland,0,0,1,2500000.0,,,0,0
c:44089,Company,,Counsyl,biotech,operating,2008-01-01,2012-09-01,56.0,USA,CA,South San Francisco,SF Bay,0,0,6,65200000.0,2012-01-01,2013-04-23,2,17
c:44090,Company,,BioBehavioral Diagnostics,biotech,operating,2004-01-01,2013-02-28,110.0,USA,MA,Westford,Boston,0,0,8,21713808.0,,,0,2
c:44091,Company,,Neurologix,biotech,operating,1999-01-01,2010-12-06,143.0,USA,NJ,Fort Lee,New York,0,0,1,7000000.0,,,0,2
c:44092,Company,,Unigene Laboratories,biotech,closed,1980-01-01,2013-04-22,400.0,USA,NJ,Boonton,Boonton,0,0,4,37750000.0,2010-10-26,2011-05-19,2,8
c:44095,Company,,Tinypay.me,ecommerce,operating,2010-01-01,2011-08-24,20.0,NLD,,Delft,Delft,0,0,1,1000000.0,2010-01-01,2010-01-01,1,5
c:44097,Company,,Immune Targeting Systems,biotech,operating,2003-01-01,2010-03-17,86.0,GBR,,,United Kingdom - Other,0,0,1,13200000.0,,,0,2
c:44100,Company,,PatientSafe Solutions,mobile,operating,2002-01-01,2013-09-24,141.0,USA,CA,San Diego,San Diego,0,0,4,62457523.0,2011-06-14,2012-01-01,2,10
c:44101,Company,,Sistemic,biotech,operating,2009-01-01,2010-03-17,14.0,GBR,,Glasgow,Glasgow,0,0,1,1000000.0,,,0,0
c:44103,Company,,Odyssey Thera,biotech,operating,2000-01-01,2013-02-14,157.0,USA,CA,San Ramon,SF Bay,0,0,2,6300000.0,2002-01-01,2002-01-01,1,5
c:44106,Company,,Telltale Games,games_video,operating,2005-01-01,2011-06-07,77.0,USA,CA,San Rafael,SF Bay,0,0,3,14400000.0,2011-01-01,2011-02-18,2,3
c:44107,Company,,ConnectM Technology Solutions,software,operating,2007-01-01,2007-06-27,6.0,IND,,Bangalore,Bangalore,0,0,1,6000000.0,,,0,0
c:44109,Company,,Game Insight,games_video,operating,2010-01-01,2013-02-05,37.0,RUS,,Moscow,Moscow,0,0,1,25000000.0,2010-09-26,2010-09-26,1,11
c:44113,Company,,NexWave Solutions,software,operating,1998-01-01,2007-05-15,112.0,FRA,,Montpellier,Montpellier,0,0,2,13990000.0,,,0,0
c:44119,Company,,Starburst Coin Machines,hardware,closed,1975-01-01,2007-01-18,385.0,CAN,,Toronto,Toronto,0,0,1,5960000.0,,,0,1
c:4412,Company,,Mirror42,software,operating,2004-04-10,2007-12-01,44.0,NLD,,Amsterdam,Amsterdam,0,0,1,1200000.0,2011-05-16,2012-01-01,2,7
c:44120,Company,,Oodrive,enterprise,operating,2000-01-01,2007-11-29,95.0,FRA,,Paris,Paris,0,0,1,5910000.0,2011-06-01,2011-06-01,1,0
c:44121,Company,,Silistix,semiconductor,operating,2003-01-01,2007-01-15,48.0,GBR,,Manchester,Manchester,0,0,1,6000000.0,,,0,0
c:44124,Company,,Maltem Consulting,consulting,operating,2001-01-01,2007-07-05,78.0,FRA,,Paris,Paris,0,0,1,5710000.0,,,0,0
c:44127,Company,,Data Marketplace,web,acquired,2010-01-01,2010-03-02,2.0,,,,unknown,0,0,1,0.0,2010-01-01,2010-12-14,3,3
c:44131,Company,,goTaja.com,ecommerce,operating,2010-01-01,2010-01-01,0.0,,,,unknown,0,0,1,0.0,,,0,0
c:44144,Company,,Pro Options Marketing,consulting,closed,2009-03-09,2009-08-19,5.0,PAK,,Rawalpindi,Rawalpindi,0,0,1,100000.0,2009-03-09,2009-03-09,1,1
c:44146,Company,,Time Solutions,software,operating,2008-06-10,2010-08-08,26.0,POL,,Wroclaw,Wroclaw,0,0,2,120000.0,2010-05-14,2010-05-14,1,2
c:44148,Company,,CrowdSavings.com,ecommerce,operating,2009-08-01,2012-10-30,39.0,USA,FL,Tampa,Tampa,0,0,3,5126000.0,2010-01-01,2011-12-05,2,6
c:44149,Company,,Financeit,finance,operating,2007-02-01,2013-11-19,82.0,CAN,,Toronto,Toronto,0,0,6,21400000.0,2012-08-31,2013-02-11,2,9
c:4415,Company,,AdRoll,advertising,operating,2006-03-01,2012-07-11,76.0,USA,CA,San Francisco,SF Bay,0,0,4,22999900.0,2012-02-22,2013-09-09,2,19
c:44150,Company,,AudioCaseFiles,web,acquired,2006-02-01,2007-10-01,20.0,USA,MA,Cambridge,Boston,0,0,1,250000.0,2006-02-01,2012-07-05,2,2
c:44152,Company,,Kitenga,software,acquired,2003-10-01,2010-01-04,75.0,USA,CA,Santa Clara,SF Bay,0,0,1,200000.0,2003-10-01,2003-10-01,1,2
c:44162,Company,,Playteau,games_video,operating,2010-01-01,2010-03-18,2.0,USA,WA,Bellevue,Seattle,0,0,1,620000.0,,,0,5
c:44164,Company,,Notifo,mobile,closed,2010-01-01,2010-01-01,0.0,USA,CA,San Francisco,SF Bay,0,0,1,0.0,2010-04-20,2011-09-08,3,2
c:44165,Company,,Energy Micro,semiconductor,acquired,2007-11-01,2010-03-18,29.0,NOR,,Oslo,Oslo,0,0,1,13000000.0,2009-10-21,2009-10-21,1,0
c:44167,Company,,Spot formerly PlacePop,web,operating,2009-02-01,2010-07-30,18.0,USA,CA,San Francisco,SF Bay,0,0,2,1900000.0,2010-10-01,2010-11-03,2,3
c:44177,Company,,evocatal,biotech,operating,2006-08-01,2013-06-24,83.0,DEU,,Monheim am Rhein,unknown,0,0,3,7018900.0,2010-07-06,2010-07-06,1,0
c:44181,Company,,TISSUELAB,biotech,operating,2003-01-01,2007-07-27,55.0,ITA,,,Italy - Other,0,0,2,4000000.0,,,0,0
c:44185,Company,,StageMark,biotech,operating,2004-01-01,2007-04-23,40.0,USA,PA,Pittsburgh,Pittsburg,0,0,3,1900000.0,,,0,0
c:4419,Company,,Whois,network_hosting,operating,2007-10-01,2007-12-31,3.0,SGP,,Singapore,Singapore,0,0,1,600000.0,,,0,1
c:44198,Company,,Cutefund,finance,operating,2010-03-01,2010-03-01,0.0,,,,unknown,0,0,1,29833.0,2010-03-01,2010-03-01,1,2
c:44204,Company,,AppVault,software,operating,2001-01-01,2004-01-01,36.0,USA,GA,Atlanta,Atlanta,0,0,1,2000000.0,2013-04-01,2013-04-01,1,9
c:44208,Company,,Dreamstreet Golf,sports,operating,2009-01-01,2010-03-19,15.0,USA,NY,Monroe,New York,0,0,1,40000.0,,,0,0
c:4421,Company,,Apture,web,acquired,2007-06-01,2009-03-17,22.0,USA,CA,San Francisco,SF Bay,0,0,2,4600000.0,2010-08-02,2011-11-10,3,10
c:44213,Company,,aVinci Media,software,operating,2003-01-01,2010-04-01,87.0,USA,UT,Draper,Salt Lake City,0,0,2,1552627.0,,,0,2
c:44217,Company,,BatesHook,advertising,operating,2009-01-01,2009-01-01,0.0,USA,CA,Los Angeles,Los Angeles,0,0,1,0.0,,,0,2
c:44218,Company,,CrowdZone,mobile,operating,2009-01-01,2009-01-01,0.0,USA,CA,Sunnyvale,SF Bay,0,0,1,0.0,2009-09-01,2010-03-25,2,6
c:44224,Company,,Critical Pharmaceuticals,biotech,operating,2002-01-01,2007-02-23,62.0,GBR,,Nottingham,Nottingham,0,0,2,2577585.0,,,0,0
c:44225,Company,,WHObyYOU,web,closed,2008-07-31,2008-12-01,4.0,USA,NY,New York,New York,0,0,1,150000.0,2008-07-01,2008-07-01,1,3
c:44227,Company,,ugichem,biotech,operating,1998-01-01,2013-05-28,185.0,AUT,,Innsbruck,Innsbruck,0,0,2,3974850.0,,,0,0
c:44235,Company,,IceWEB,network_hosting,operating,2000-01-01,2012-06-21,150.0,USA,VA,Sterling,Washington DC,0,0,3,3741520.0,2011-11-23,2012-01-01,2,5
c:44237,Company,,GroundLink,web,operating,2004-07-10,2008-04-05,45.0,USA,NY,New York,New York,0,0,1,20000000.0,2010-08-10,2012-10-01,3,18
c:44245,Company,,Subitec,biotech,operating,2000-01-01,2012-07-16,150.0,DEU,,Stuttgart,Stuttgart,0,0,2,6291194.0,,,0,0
c:44246,Company,,Abcellute,biotech,closed,2001-01-01,2007-09-21,81.0,GBR,,Herts,Herts,0,0,1,805909.0,,,0,0
c:44249,Company,,Reppify,analytics,operating,2009-05-01,2009-10-15,5.0,USA,CA,San Francisco,SF Bay,0,0,1,250000.0,2012-04-13,2012-04-13,1,11
c:44261,Company,,Duo Security,security,operating,2010-01-01,2012-08-13,31.0,USA,MI,Ann Arbor,Detroit,0,0,3,6999997.0,2012-02-28,2012-02-28,1,5
c:44268,Company,,Forrst,web,acquired,2010-01-25,2011-03-24,14.0,USA,CA,Campbell,SF Bay,0,0,1,205000.0,2010-01-01,2013-01-10,3,3
c:44272,Company,,made.com,ecommerce,operating,2010-01-01,2012-01-10,24.0,GBR,,London,London,0,0,2,13028918.0,2013-09-02,2013-09-02,1,7
c:44277,Company,,KnowledgeVision,software,operating,2010-02-01,2013-11-12,45.0,USA,MA,Concord,Boston,0,0,5,8000000.0,2010-02-01,2011-01-05,2,3
c:44282,Company,,Lincor Solutions,medical,operating,2003-01-01,2013-03-11,122.0,IRL,,Dublin,Dublin,0,0,1,9500000.0,,,0,5
c:44284,Company,,CertiVox,security,operating,2009-03-01,2011-11-01,32.0,GBR,,London,London,0,0,4,4507187.0,2011-03-28,2013-06-20,3,4
c:4429,Company,,Soocial,mobile,acquired,2007-06-01,2007-06-01,0.0,NLD,,Amsterdam,Amsterdam,0,0,1,403080.0,2010-03-01,2012-11-30,3,6
c:44293,Company,,BioTeSys,biotech,operating,1999-01-01,2007-05-10,100.0,DEU,,Esslingen,Esslingen,0,0,1,608000.0,,,0,0
c:44295,Company,,JIBE,enterprise,operating,2010-03-22,2013-10-29,43.0,USA,NY,New York,New York,0,0,4,20875000.0,2011-10-10,2013-11-01,3,14
c:44297,Company,,Genome,biotech,operating,2007-01-01,2007-09-26,9.0,USA,RI,Providence,Providence,0,0,1,250000.0,2012-01-01,2013-01-22,2,1
c:44303,Company,,Complete Network Technology,network_hosting,acquired,2001-01-01,2007-09-24,81.0,IRL,,Ballycoolin,Ballycoolin,0,0,1,5630000.0,,,0,0
c:44304,Company,,Movimento Group,hardware,operating,2003-01-01,2007-06-14,53.0,SWE,,Gothenburg,Gothenburg,0,0,2,9400000.0,2005-01-01,2005-01-01,1,1
c:44305,Company,,Food Quality Sensor International,hardware,closed,2004-01-01,2007-08-27,44.0,USA,MA,Lexington,Boston,0,0,1,5600000.0,,,0,0
c:44307,Company,,ImmuneWorks,biotech,operating,2006-01-01,2007-10-30,22.0,USA,IN,Indianapolis,Indianapolis,0,0,1,300000.0,2006-01-01,2006-01-01,1,1
c:44308,Company,,Yeelion,software,operating,2005-01-01,2007-01-18,25.0,CHN,,Beijing,Beijing,0,0,2,6300000.0,,,0,0
c:44309,Company,,KINAMU Business Solutions,software,operating,2007-01-01,2007-08-27,8.0,AUT,,Schwechat,Schwechat,0,0,1,5460000.0,,,0,0
c:4431,Company,,Joongel,search,operating,2007-01-01,2008-10-27,22.0,ISR,,Ramat Hasharon,Ramat Hasharon,0,0,1,100000.0,2008-10-27,2008-10-27,1,3
c:44311,Company,,blueKiwi Software,software,operating,2006-01-01,2007-06-05,17.0,FRA,,Paris,Paris,0,0,1,5410000.0,2012-04-11,2012-04-11,1,0
c:44315,Company,,Bioservo Technologies,biotech,operating,2006-01-01,2007-08-22,20.0,SWE,,Kista,Kista,0,0,1,216000.0,,,0,0
c:44322,Company,,Iwedia Technologies,software,operating,2004-01-01,2007-02-27,38.0,FRA,,Rennes,Rennes,0,0,3,13060000.0,,,0,0
c:44324,Company,,Fundamo (Proprietary),software,acquired,2000-01-01,2007-07-10,90.0,ZAF,,Cape Town,Cape Town,0,0,1,5150000.0,2009-05-01,2011-06-09,2,0
c:44325,Company,,Mapflow,software,operating,1997-01-01,2007-03-05,122.0,IRL,,Dublin,Dublin,0,0,1,5100000.0,2012-01-01,2012-01-01,1,10
c:44326,Company,,Hurix Systems Private,software,operating,2001-01-01,2007-10-03,81.0,IND,,Mumbai,Mumbai,0,0,1,5100000.0,,,0,1
c:44328,Company,,GigaSpaces Technologies,software,operating,2000-01-01,2007-02-01,85.0,USA,NY,New York,New York,0,0,2,11000000.0,2013-01-01,2013-01-01,1,24
c:44331,Company,,Silent Communication,mobile,operating,2004-01-01,2007-11-11,46.0,ISR,,Tel Aviv,Tel Aviv,0,0,1,5000000.0,,,0,0
c:44332,Company,,Enure Networks,software,closed,2003-01-01,2007-11-15,58.0,ISR,,Herzeliya,Herzeliya,0,0,2,13000000.0,2006-01-01,2006-01-01,1,2
c:44334,Company,,Gerson Lehrman Group,other,operating,1998-01-01,2006-03-01,98.0,USA,NY,New York,New York,2,2,1,0.0,2009-10-20,2013-01-01,3,49
c:44349,Company,,Public Radio Exchange (PRX),games_video,operating,2009-01-01,2010-09-08,20.0,USA,MA,Cambridge,Boston,0,0,1,2700000.0,2006-08-01,2006-08-01,1,3
c:44352,Company,,Pandoodle,software,operating,2008-01-01,2011-05-11,40.0,USA,SC,Columbia,"Columbia, SC",0,0,2,152500.0,2012-12-01,2012-12-01,1,0
c:44353,Company,,Dr. TATTOFF,health,operating,2004-01-01,2013-10-01,117.0,USA,CA,Beverly Hills,Los Angeles,0,0,10,7652892.0,2004-08-01,2004-08-01,1,1
c:44362,Company,,HealthCrowd,enterprise,operating,2011-05-31,2013-04-01,22.0,USA,,San Mateo,TBD,0,0,1,500000.0,,,0,4
c:44364,Company,,Peg Bandwidth,mobile,operating,2009-01-01,2010-03-22,15.0,,,,unknown,0,0,1,15000000.0,,,0,0
c:44370,Company,,Red 5 Studios,games_video,operating,2005-01-01,2010-03-22,63.0,USA,CA,Aliso Viejo,Los Angeles,0,0,2,38500000.0,,,0,1
c:44374,Company,,Agennix,biotech,operating,1997-01-01,2010-03-22,159.0,DEU,,Planegg,Munich,0,0,1,13000000.0,,,0,1
c:44379,Company,,XTWIP,,operating,2009-06-01,2009-06-01,0.0,,,,unknown,0,0,1,42660.0,2009-06-01,2009-06-01,1,2
c:44380,Company,,TerraLUX,manufacturing,operating,2003-01-01,2013-07-11,126.0,USA,CO,Boulder,Denver,0,0,3,25950002.0,2013-01-01,2013-01-01,1,12
c:44381,Company,,Crystalplex,biotech,operating,2002-01-01,2013-05-14,136.0,USA,PA,Pittsburgh,Pittsburg,0,0,4,1655000.0,,,0,0
c:44391,Company,,Innovative Biologics,biotech,operating,2003-01-01,2007-10-02,57.0,USA,VA,Herndon,Washington DC,0,0,1,100000.0,,,0,0
c:44393,Company,,BostInno,web,operating,2011-01-01,2011-06-24,6.0,USA,MA,Boston,Boston,0,0,1,1300000.0,2011-01-01,2011-01-01,1,1
c:44397,Company,,SiteJabber,web,operating,2008-01-01,2010-03-01,26.0,USA,FL,Fort Lauderdale,Fort Lauderdale,0,0,1,0.0,2008-01-01,2008-01-01,1,3
c:444,Company,,Sampa,web,closed,2005-03-01,2008-04-02,37.0,USA,WA,Redmond,Seattle,0,0,2,1310000.0,2005-01-01,2009-02-17,4,3
c:44403,Company,,Cleversafe,enterprise,operating,2004-01-01,2013-08-20,116.0,USA,IL,Chicago,Chicago,0,0,3,91400000.0,2012-01-01,2013-08-20,2,15
c:44405,Company,,Infotrieve,software,operating,1987-01-01,2007-11-09,250.0,USA,CT,Wilton,Wilton,0,0,1,5000000.0,2011-11-01,2011-11-01,1,2
c:44407,Company,,Iperia,software,acquired,1997-01-01,2007-01-31,121.0,USA,MA,Billerica,Boston,0,0,2,10000000.0,2008-01-01,2008-01-01,1,1
c:44408,Company,,Proximetry,software,operating,2005-01-01,2011-11-04,82.0,USA,CA,San Diego,San Diego,0,0,2,6806343.0,,,0,6
c:44410,Company,,Arigo,software,operating,2007-01-01,2007-12-01,11.0,USA,MA,North Billercia,North Billercia,0,0,1,5000000.0,2008-07-30,2009-02-01,2,2
c:44416,Company,,Sportpost.com,web,operating,2009-10-26,2009-10-26,0.0,GBR,,,United Kingdom - Other,0,0,1,653426.0,2009-11-10,2010-12-21,2,2
c:44418,Company,,Workube,enterprise,operating,2008-08-01,2009-01-01,5.0,USA,NY,New York,New York,0,0,1,150000.0,2009-01-01,2009-01-01,1,2
c:44433,Company,,Photoblog,web,operating,2006-04-01,2006-04-01,0.0,,,,unknown,0,0,1,25000.0,,,0,2
c:44434,Company,,Movero Technology,enterprise,acquired,2003-01-01,2010-03-23,87.0,USA,TX,Austin,Austin,0,0,2,5992316.0,2010-01-01,2010-01-01,1,5
c:44436,Company,,SafetyCertified,education,acquired,1999-01-01,2009-09-01,128.0,USA,WI,Appleton,Appleton,0,0,1,260000.0,2009-09-01,2009-09-01,1,1
c:44439,Company,,Social Growth Technologies,advertising,operating,2009-09-01,2010-04-13,7.0,USA,MD,Columbia,Washington DC,0,0,1,150000.0,2010-05-07,2010-05-10,2,8
c:44441,Company,,New Travelcoo,travel,operating,2010-01-01,2010-03-22,3.0,USA,WA,Seattle,Seattle,0,0,1,9800000.0,,,0,3
c:4445,Company,,CellSpin,advertising,operating,2006-04-03,2006-12-01,8.0,USA,CA,San Jose,SF Bay,0,0,1,2000000.0,2006-01-01,2011-04-04,3,3
c:44451,Company,,DITTO.com,ecommerce,operating,2011-02-01,2011-09-01,7.0,USA,CA,San Mateo,SF Bay,0,0,1,3000000.0,2013-01-01,2013-01-01,1,7
c:44453,Company,,Extension Entertainment,web,operating,2010-03-01,2012-02-15,24.0,USA,NY,New York,New York,0,0,3,2750000.0,2010-03-11,2011-06-23,2,3
