object_id,last_funding_round_type,funding_rounds_count,number_of_participants
c:26441,venture,1,5
c:26446,venture,2,4
c:26447,venture,1,1
c:264474,angel,1,2
c:26448,venture,2,2
c:26452,venture,2,0
c:264544,angel,1,1
c:264553,angel,1,0
c:264554,angel,1,0
c:2646,series-a,3,3
c:26460,series-b,2,2
c:264614,venture,1,0
c:264622,series-a,2,3
c:264623,angel,1,0
c:264633,venture,1,0
c:264639,series-a,1,1
c:264642,angel,1,0
c:264663,other,1,1
c:264667,private-equity,1,0
c:26467,venture,2,5
c:264671,venture,3,0
c:26468,venture,1,1
c:264682,other,1,0
c:264689,private-equity,1,0
c:26469,venture,1,1
c:264695,series-a,2,0
c:264699,private-equity,1,0
c:2647,series-c+,3,10
c:264702,other,1,1
c:264703,angel,1,0
c:264706,series-a,1,1
c:264707,venture,1,0
c:264714,angel,1,0
c:264724,private-equity,1,1
c:264726,series-b,3,0
c:264731,series-b,1,2
c:264732,other,1,0
c:264739,venture,1,0
c:264740,angel,1,3
c:264741,series-a,1,0
c:264742,angel,1,0
c:264746,venture,1,0
c:264751,other,1,0
c:264752,other,1,0
c:264755,private-equity,1,2
c:264759,venture,1,0
c:264773,angel,1,2
c:264781,angel,1,0
c:264787,venture,1,0
c:264797,series-a,1,0
c:264798,other,1,0
c:264803,angel,1,0
c:264804,venture,1,0
c:264805,other,2,0
c:264807,angel,1,0
c:264808,venture,1,0
c:264810,angel,1,0
c:264812,venture,1,1
c:264815,angel,1,1
c:264820,other,1,0
c:264821,other,1,0
c:264824,venture,1,0
c:264825,angel,1,0
c:264855,angel,1,0
c:264867,angel,1,4
c:264870,angel,3,7
c:264873,series-a,1,9
c:264878,series-c+,4,12
c:264884,series-b,1,1
c:26490,series-c+,2,12
c:264905,angel,1,1
c:264931,series-a,1,3
c:264933,other,1,0
c:264934,series-a,1,3
c:264943,angel,1,1
c:264951,venture,1,0
c:264955,venture,1,1
c:264971,venture,1,0
c:264989,angel,1,9
c:265,angel,1,0
c:265002,series-a,1,0
c:265047,other,1,0
c:265052,venture,1,0
c:265053,angel,1,0
c:265054,venture,1,2
c:265057,venture,1,0
c:265059,angel,1,1
c:26506,venture,2,2
c:265060,venture,1,0
c:265061,other,1,0
c:265074,series-a,1,0
c:265076,angel,1,0
c:265097,private-equity,1,0
c:265102,series-a,1,0
c:265104,series-a,1,0
c:265109,series-a,1,9
c:265115,angel,1,0
c:265116,series-b,1,2
c:265125,private-equity,1,1
c:265126,other,2,0
c:265133,other,1,0
c:265135,venture,2,0
c:265136,private-equity,1,2
c:265137,angel,1,0
c:265138,other,1,0
c:26515,other,1,1
c:265156,angel,1,0
c:265166,other,1,0
c:26518,series-b,1,1
c:265186,angel,3,2
c:265189,venture,1,0
c:265226,angel,1,5
c:26523,series-a,2,3
c:265235,angel,1,1
c:265236,other,1,1
c:265239,angel,1,1
c:265241,angel,1,1
c:265256,angel,1,2
c:265265,angel,1,0
c:265267,private-equity,1,0
c:26527,angel,1,0
c:265286,venture,2,0
c:26530,series-b,2,2
c:265301,angel,2,0
c:265302,angel,2,0
c:26531,series-b,5,4
c:26532,series-c+,1,0
c:265323,other,1,0
c:265326,angel,2,0
c:265328,crowdfunding,1,1
c:265330,venture,1,0
c:265340,venture,1,0
c:265353,series-a,2,1
c:26536,venture,4,3
c:265365,angel,1,1
c:265370,angel,1,0
c:26539,venture,1,0
c:265390,venture,2,0
c:265391,other,1,1
c:26540,other,4,0
c:265401,private-equity,1,0
c:265419,angel,1,0
c:265420,venture,1,0
c:265421,other,1,0
c:265423,angel,1,0
c:265427,venture,1,0
c:265428,series-b,1,1
c:265437,venture,2,0
c:265442,angel,3,0
c:265448,venture,1,0
c:265449,angel,1,1
c:265452,venture,1,1
c:265453,angel,1,0
c:265461,other,1,0
c:265463,angel,1,0
c:26547,venture,1,2
c:265475,angel,1,3
c:265476,other,4,0
c:265482,private-equity,1,0
c:265485,angel,1,0
c:265486,venture,1,0
c:265489,venture,1,0
c:265491,venture,1,0
c:265492,venture,1,0
c:265494,series-a,1,0
c:265497,angel,1,0
c:26550,venture,1,2
c:26551,venture,1,3
c:26552,venture,2,2
c:26553,series-c+,1,3
c:265530,series-a,2,1
c:26554,series-c+,1,4
c:265544,angel,1,3
c:265548,angel,1,3
c:265554,angel,2,6
c:265555,series-a,1,0
c:265557,series-a,1,2
c:26556,venture,3,23
c:265564,angel,1,2
c:265571,other,1,0
c:26558,series-b,2,4
c:265589,angel,2,0
c:26559,venture,1,4
c:2656,venture,3,7
c:26560,series-b,1,3
c:265607,venture,1,0
c:265609,venture,1,0
c:26561,series-b,2,1
c:265610,private-equity,1,2
c:265612,angel,1,2
c:26562,venture,2,2
c:265623,series-a,1,0
c:265632,venture,1,0
c:265635,other,1,1
c:265637,series-a,1,6
c:26564,venture,2,1
c:26565,series-b,2,11
c:265650,angel,1,0
c:26566,venture,1,6
c:26567,series-b,3,14
c:265675,private-equity,1,0
c:265678,angel,1,0
c:26568,series-c+,2,2
c:265683,series-a,1,0
c:26569,series-b,3,7
c:265692,series-a,1,0
c:265699,series-a,1,0
c:26570,private-equity,2,4
c:265700,venture,1,0
c:265703,angel,1,0
c:265707,angel,1,0
c:26571,series-b,2,8
c:26572,series-c+,1,4
c:26573,series-c+,2,6
c:265739,series-a,1,0
c:26574,venture,6,6
c:26575,venture,1,0
c:265754,series-a,1,0
c:265756,venture,1,0
c:265759,series-a,1,1
c:26576,venture,2,2
c:265762,venture,1,0
c:265766,angel,1,0
c:26577,other,2,2
c:265772,venture,1,1
c:265778,angel,1,0
c:26578,other,3,2
c:265787,angel,1,11
c:265789,angel,1,0
c:26579,series-c+,3,9
c:265792,post-ipo,2,0
c:265796,other,1,0
c:265797,venture,2,0
c:26580,venture,1,1
c:265802,venture,1,0
c:265805,venture,1,0
c:26581,angel,2,0
c:265811,series-a,1,0
c:265816,angel,2,0
c:26582,series-a,1,4
c:265820,other,3,0
c:265823,venture,1,0
c:265826,venture,1,0
c:265827,venture,1,0
c:265832,angel,1,1
c:265833,venture,1,0
c:265835,angel,1,3
c:265836,venture,1,0
c:265837,venture,1,0
c:265838,other,3,0
c:265840,venture,1,0
c:265842,venture,1,0
c:265843,venture,1,0
c:265852,venture,1,0
c:265853,series-a,1,0
c:265859,other,1,0
c:265866,other,1,0
c:265888,venture,1,0
c:26589,series-b,2,3
c:265901,angel,1,0
c:265909,crowdfunding,1,0
c:26591,venture,4,6
c:265929,other,1,1
c:26593,venture,1,1
c:265930,angel,1,1
c:26594,venture,2,2
c:265940,angel,1,4
c:265946,other,1,0
c:265947,venture,1,0
c:265948,other,1,0
c:26595,other,2,0
c:265950,series-a,1,0
c:265964,series-a,1,2
c:265966,other,1,1
c:265971,venture,1,0
c:265976,other,1,0
c:265978,other,1,0
c:265979,venture,1,3
c:265982,other,3,0
c:265988,series-a,1,1
c:26599,venture,1,1
c:266,series-c+,5,13
c:266012,venture,1,1
c:266015,other,1,0
c:266020,series-a,1,0
c:266057,angel,4,6
c:26606,angel,1,0
c:266064,venture,2,0
c:266066,venture,1,0
c:266076,angel,1,0
c:266086,venture,1,0
c:266088,angel,1,3
c:266089,angel,1,3
c:266090,angel,1,3
c:266093,other,1,0
c:266108,series-a,2,0
c:266111,private-equity,1,0
c:266115,venture,1,0
c:266117,venture,1,0
c:26612,series-c+,3,8
c:266120,other,2,0
c:266121,angel,1,0
c:266129,series-a,1,0
c:266134,angel,1,0
c:266139,venture,1,0
c:266140,angel,1,4
c:266146,venture,1,0
c:266150,angel,1,0
c:266155,venture,1,0
c:266157,angel,1,0
c:266160,other,2,0
c:266164,venture,1,0
c:266168,venture,1,0
c:266169,venture,1,0
c:266172,angel,2,2
c:266183,post-ipo,1,0
c:266184,venture,1,0
c:266189,venture,2,0
c:266197,venture,1,0
c:2662,venture,4,7
c:266200,angel,1,0
c:266204,venture,1,0
c:26624,series-b,1,1
c:266273,angel,1,1
c:26628,venture,1,1
c:266281,angel,1,0
c:266330,angel,1,2
c:266333,angel,1,0
c:26635,series-a,1,2
c:266397,angel,1,1
c:266406,venture,1,1
c:266409,venture,1,1
c:266417,angel,1,1
c:266422,venture,1,1
c:266462,angel,1,0
c:266515,angel,1,1
c:266538,angel,1,1
c:266547,angel,1,1
c:266550,venture,1,1
c:266553,other,1,1
c:266554,venture,1,0
c:266556,angel,1,0
c:26656,angel,1,1
c:266560,angel,1,1
c:266561,angel,1,0
c:266567,angel,1,0
c:266569,venture,1,1
c:266572,other,1,0
c:266577,venture,1,1
c:266582,venture,1,0
c:266585,series-a,1,1
c:266596,venture,1,1
c:266608,venture,3,0
c:266613,series-a,1,0
c:266615,venture,1,3
c:266620,venture,1,2
c:266630,venture,1,0
c:266635,venture,1,1
c:266647,venture,1,1
c:26665,angel,1,1
c:266653,angel,1,0
c:26666,venture,2,3
c:266661,angel,1,0
c:26667,angel,1,1
c:266673,private-equity,1,0
c:266677,series-a,1,3
c:26668,angel,1,1
c:266680,angel,1,0
c:266682,angel,1,0
c:266683,venture,1,0
c:266689,venture,2,0
c:26669,venture,6,16
c:266691,angel,1,0
c:266692,angel,1,0
c:266693,venture,1,1
c:266695,venture,1,0
c:266696,other,1,1
c:266706,venture,2,0
c:266707,venture,1,1
c:26671,series-a,1,1
c:266714,angel,1,0
c:266717,series-a,2,4
c:266720,angel,1,0
c:266728,venture,2,0
c:266732,series-a,2,2
c:266734,venture,2,0
c:266737,angel,1,5
c:266739,series-a,1,0
c:266744,venture,1,0
c:26675,angel,2,5
c:266756,angel,1,0
c:266759,private-equity,1,1
c:266761,venture,1,0
c:26677,venture,1,2
c:26678,venture,1,1
c:26679,series-b,2,2
c:26681,private-equity,9,11
c:266810,angel,1,1
c:266817,other,1,1
c:26682,series-a,1,0
c:266824,angel,1,0
c:266840,angel,1,0
c:26685,series-c+,4,13
c:266859,angel,1,1
c:26687,series-b,2,3
c:266878,venture,1,1
c:26688,venture,2,3
c:266880,venture,1,1
c:266882,venture,1,0
c:266888,other,1,0
c:26689,venture,4,3
c:266893,series-b,2,0
c:266895,private-equity,1,0
c:266898,venture,2,0
c:26690,series-c+,5,5
c:266908,other,1,0
c:266909,venture,1,1
c:26691,venture,3,4
c:266917,other,1,0
c:266926,angel,1,0
c:266928,series-a,1,0
c:266933,venture,1,0
c:266936,venture,1,0
c:266939,private-equity,1,0
c:26694,venture,1,1
c:266950,angel,1,0
c:266954,venture,1,0
c:266955,private-equity,1,0
c:26696,venture,1,1
c:26697,venture,1,1
c:26698,venture,1,1
c:266985,series-a,1,0
c:266986,angel,1,0
c:266988,angel,1,4
c:266995,venture,1,1
c:266999,venture,1,1
c:267007,venture,1,0
c:26701,venture,1,2
c:267011,venture,1,0
c:267013,series-a,3,1
c:267014,series-c+,1,0
c:267018,other,2,0
c:26702,series-b,1,3
c:267021,angel,1,0
c:267025,private-equity,1,3
c:267026,angel,1,0
c:267028,venture,1,0
c:267031,crowdfunding,1,0
c:267032,series-a,1,0
c:267036,venture,1,0
c:267037,angel,1,0
c:267038,other,1,0
c:267041,venture,1,0
c:267042,angel,1,1
c:267050,venture,1,0
c:267051,angel,1,3
c:26708,venture,2,4
c:26709,venture,3,3
c:267101,angel,1,0
c:267102,angel,1,0
c:26711,venture,2,3
c:267114,angel,1,0
c:267122,angel,1,1
c:267123,series-a,1,2
c:267124,angel,1,0
c:267127,venture,1,0
c:26714,series-b,1,4
c:267146,angel,1,0
c:267148,venture,2,0
c:26715,venture,1,1
c:267153,private-equity,1,0
c:267156,series-a,1,0
c:267168,venture,1,0
c:26717,other,1,1
c:267170,angel,1,0
c:267174,other,1,0
c:267175,angel,1,0
c:267176,other,1,0
c:26718,venture,2,4
c:267184,angel,1,0
c:267195,angel,1,0
c:267200,angel,1,0
c:267202,venture,3,0
c:267215,angel,2,0
c:26723,venture,3,8
c:267237,angel,1,0
c:26724,venture,1,1
c:267241,series-b,2,5
c:267242,angel,1,0
c:267243,venture,1,1
c:267245,angel,1,0
c:267246,venture,1,0
c:267247,angel,2,0
c:267249,series-a,1,0
c:267250,venture,1,0
c:267256,venture,2,0
c:267260,other,1,0
c:267261,venture,1,0
c:267269,angel,2,0
c:267271,angel,1,0
c:267277,venture,1,0
c:26728,series-b,2,0
c:267282,other,2,0
c:267283,venture,1,1
c:267286,crowdfunding,2,4
c:267287,venture,1,0
c:26729,series-c+,3,14
c:267294,venture,1,0
c:267295,angel,1,1
c:267299,venture,1,0
c:26730,venture,2,11
c:267302,angel,1,0
c:267304,series-a,1,1
c:26731,venture,1,1
c:26732,series-c+,3,0
c:26734,series-a,1,0
c:267364,other,1,0
c:26738,series-b,2,0
c:267384,crowdfunding,1,0
c:267396,other,1,1
c:267401,other,1,0
c:267404,angel,1,0
c:267408,series-a,1,4
c:267409,venture,2,0
c:267410,venture,2,0
c:267412,private-equity,1,0
c:267427,other,2,0
c:267428,venture,1,1
c:267431,series-a,1,0
c:267438,angel,1,0
c:267439,venture,1,0
c:26744,series-c+,6,0
c:267441,private-equity,1,2
c:267450,venture,1,0
c:267451,venture,1,0
c:267452,other,1,0
c:267455,angel,2,1
c:267456,series-a,1,2
c:26746,series-b,2,0
c:267464,series-a,1,0
c:26747,crowdfunding,2,1
c:267478,other,1,0
c:26749,series-c+,4,0
c:267491,angel,1,0
c:267497,series-a,1,0
c:267498,angel,2,0
c:267506,series-a,1,0
c:267513,other,1,0
c:267516,private-equity,1,0
c:267523,private-equity,1,1
c:267527,venture,1,0
c:267531,private-equity,1,0
c:267532,other,1,0
c:267535,venture,1,0
c:267538,angel,1,0
c:267542,series-a,1,2
c:267553,series-a,1,0
c:267557,private-equity,1,0
c:267558,series-a,1,0
c:267562,venture,1,0
c:267564,venture,1,0
c:267566,venture,2,0
c:267573,private-equity,1,0
c:267584,series-a,1,1
c:2676,series-a,2,3
c:267616,angel,1,0
c:267617,series-a,1,2
c:26762,series-a,1,0
c:267626,venture,1,0
c:26768,venture,2,2
c:26769,venture,1,1
c:267697,angel,1,1
c:26770,venture,1,1
c:267700,venture,1,0
c:267701,crowdfunding,1,0
c:267708,other,1,0
c:267713,angel,1,0
c:267716,angel,1,0
c:267724,venture,1,0
c:26773,series-b,1,2
c:267733,angel,1,1
c:267734,angel,1,0
c:267735,venture,1,0
c:26774,series-b,2,2
c:267740,venture,1,0
c:267741,series-a,1,2
c:267742,crowdfunding,1,0
c:267760,series-a,1,0
c:267764,angel,1,0
c:267768,other,1,1
c:267771,series-a,1,1
c:267776,venture,1,0
c:267778,angel,1,0
c:267782,venture,1,0
c:267783,angel,1,0
c:267785,series-b,1,3
c:267786,series-a,1,0
c:26779,venture,1,2
c:26780,series-b,2,3
c:267802,angel,1,1
c:267807,private-equity,1,0
c:26781,series-b,1,3
c:267813,venture,1,0
c:267816,angel,1,0
c:267817,series-a,1,0
c:267819,series-a,1,0
c:26782,venture,2,6
c:267825,angel,1,0
c:26783,series-c+,2,12
c:26784,venture,2,2
c:267843,angel,1,2
c:267848,angel,1,3
c:26785,venture,1,1
c:267852,angel,1,0
c:267861,other,1,0
c:267863,private-equity,1,0
c:267864,crowdfunding,1,0
c:26787,venture,1,1
c:26788,venture,1,2
c:267883,venture,1,8
c:26789,venture,1,1
c:267899,other,1,0
c:26790,series-a,1,1
c:267914,angel,1,0
c:26792,venture,1,3
c:26793,series-c+,1,1
c:267930,angel,1,1
c:26794,venture,2,5
c:267949,series-a,1,3
c:26795,series-b,2,4
c:26798,series-a,1,1
c:26799,angel,7,9
c:26800,series-b,2,6
c:26802,venture,13,12
c:26803,venture,2,7
c:26806,venture,1,1
c:268062,angel,2,0
c:268067,venture,1,0
c:26807,series-c+,3,16
c:268099,angel,1,0
c:2681,venture,3,5
c:26810,venture,1,2
c:268100,angel,1,0
c:268105,angel,1,0
c:26811,venture,1,2
c:26812,series-b,3,6
c:268122,angel,1,0
c:26813,series-c+,1,5
c:268136,other,2,0
c:268137,other,2,0
c:26814,venture,1,1
c:26815,venture,3,5
c:268183,angel,1,1
c:268207,angel,1,2
c:268216,angel,1,1
c:268224,venture,2,0
c:268229,venture,1,0
c:26823,other,2,1
c:268232,private-equity,1,0
c:268233,venture,1,0
c:268239,other,1,0
c:268240,other,1,0
c:268249,venture,1,0
c:268259,other,1,0
c:268260,venture,3,0
c:268265,private-equity,1,0
c:268266,angel,1,0
c:268267,other,1,0
c:268268,other,1,0
c:268269,private-equity,1,0
c:26827,venture,6,4
c:268272,angel,1,0
c:268274,angel,1,0
c:268276,angel,1,0
c:268279,angel,1,1
c:268280,angel,1,0
c:268285,angel,1,3
c:268292,series-a,2,2
c:2683,series-b,2,3
c:268305,private-equity,1,0
c:268306,venture,1,0
c:268308,angel,1,0
c:268309,venture,1,0
c:268316,angel,1,1
c:268323,series-a,1,0
c:268328,other,2,0
c:268331,angel,1,1
c:268332,series-c+,1,0
c:268335,venture,1,0
c:268337,venture,1,0
c:268339,angel,1,0
c:268342,venture,1,0
c:268345,private-equity,1,0
c:268347,series-b,1,0
c:268349,venture,1,0
c:268352,series-a,1,0
c:268355,venture,1,0
c:268360,angel,1,0
c:268363,venture,3,0
c:268364,venture,3,0
c:268371,other,4,0
c:268372,venture,1,0
c:268375,crowdfunding,1,1
c:268376,venture,1,0
c:268379,angel,1,0
c:268381,venture,1,0
c:268385,angel,1,0
c:268386,series-b,1,1
c:268388,series-a,1,0
c:268389,private-equity,1,0
c:268390,angel,2,0
c:268391,venture,1,1
c:268395,private-equity,1,0
c:268398,venture,1,0
c:2684,angel,1,1
c:268405,venture,2,0
c:268410,angel,1,0
c:268417,other,1,0
c:268418,angel,1,0
c:268419,angel,1,1
c:268422,private-equity,2,0
c:268423,venture,1,0
c:268424,angel,2,2
c:26843,series-a,1,2
c:26844,angel,1,0
c:268444,series-a,1,1
c:268447,angel,1,4
c:26845,angel,1,0
c:268458,series-a,1,1
c:268462,angel,1,0
c:268470,angel,1,1
c:268488,venture,1,2
c:268492,series-a,1,0
c:268495,series-a,1,0
c:268514,venture,1,0
c:268518,angel,1,0
c:268521,venture,1,0
c:268522,private-equity,2,0
c:268524,other,1,0
c:268527,crowdfunding,1,0
c:268539,other,1,0
c:268542,venture,1,0
c:268544,series-a,1,2
c:268556,venture,1,0
c:268557,venture,1,0
c:268565,series-a,1,0
c:268575,angel,1,0
c:268587,venture,1,0
c:268590,series-b,1,0
c:268596,other,3,0
c:268597,private-equity,1,0
c:268599,venture,2,0
c:2686,series-a,1,1
c:268601,venture,3,0
c:268610,series-a,1,1
c:268613,private-equity,1,0
c:268619,angel,1,1
c:26862,venture,4,3
c:26863,angel,1,1
c:268640,venture,1,0
c:268641,angel,1,1
c:268642,angel,2,0
c:268644,other,1,0
c:268647,angel,1,0
c:268653,angel,1,0
c:268657,other,1,0
c:268659,private-equity,1,0
c:268660,other,1,0
c:268661,angel,1,0
c:268664,private-equity,1,1
c:268666,venture,1,0
c:26867,venture,1,1
c:268676,angel,1,0
c:268677,private-equity,2,0
c:26868,venture,1,10
c:268683,angel,1,0
c:268685,series-a,1,0
c:268688,series-a,1,0
c:268690,venture,1,0
c:268693,angel,1,0
c:268695,angel,1,0
c:268702,venture,1,0
c:268704,venture,1,0
c:268705,venture,1,0
c:268708,series-a,1,0
c:268710,venture,1,0
c:268713,venture,1,0
c:268715,venture,1,0
c:268719,venture,4,0
c:268722,venture,1,0
c:268736,angel,1,1
c:268738,angel,1,1
c:268769,angel,1,1
c:268782,series-a,2,7
c:2688,angel,3,8
c:268806,angel,1,0
c:268813,angel,1,0
c:268821,series-a,1,1
c:268826,angel,1,0
c:268828,private-equity,1,0
c:268831,venture,1,1
c:268834,private-equity,1,0
c:268843,angel,1,0
c:268846,venture,1,0
c:268848,other,1,0
c:268849,venture,1,1
c:268852,venture,1,0
c:268853,venture,1,0
c:268855,angel,1,0
c:268856,venture,3,0
c:268857,angel,1,0
c:268858,venture,1,0
c:268859,series-a,1,0
c:268860,series-a,1,0
c:268862,series-a,1,0
c:268868,private-equity,1,0
c:268869,private-equity,1,0
c:268871,venture,1,0
c:268872,angel,2,0
c:26888,other,2,1
c:268885,series-a,1,0
c:268886,angel,1,0
c:268893,venture,1,1
c:268894,angel,1,0
c:268897,series-a,1,0
c:268901,venture,2,3
c:268903,venture,1,0
c:268904,series-a,1,0
c:268916,venture,1,0
c:268919,other,1,0
c:26892,venture,1,3
c:268921,venture,1,0
c:268922,series-a,1,6
c:268923,venture,1,0
c:268929,angel,2,0
c:268931,venture,1,0
c:268937,venture,1,0
c:268942,private-equity,1,0
c:268944,other,1,1
c:268948,angel,1,0
c:268952,private-equity,1,0
c:268953,series-a,1,2
c:26896,venture,1,4
c:268961,angel,1,1
c:268966,series-b,2,2
c:268970,angel,1,0
c:26899,series-c+,3,2
c:269005,series-a,1,1
c:269034,angel,3,4
c:26905,venture,1,1
c:26907,venture,1,1
c:269070,private-equity,1,0
c:269079,series-a,1,0
c:269085,series-a,2,1
c:269089,angel,3,0
c:26909,venture,1,1
c:2691,venture,4,14
c:26912,series-b,1,2
c:269127,angel,1,0
c:269133,angel,1,0
c:269140,venture,1,1
c:269152,angel,1,0
c:269154,angel,1,0
c:269159,venture,1,0
c:269183,angel,1,0
c:269185,angel,1,0
c:269186,series-a,2,1
c:269191,venture,1,0
c:269193,series-a,1,0
c:269194,angel,1,1
c:269195,series-a,1,0
c:269206,venture,1,0
c:269207,venture,1,0
c:269223,venture,1,0
c:269225,venture,2,0
c:269226,angel,1,1
c:269228,venture,2,0
c:269231,private-equity,1,0
c:269232,angel,1,0
c:269234,series-a,2,0
c:269237,venture,1,0
c:269240,series-a,1,0
c:269241,other,1,1
c:269244,venture,1,0
c:269245,angel,1,0
c:26925,series-a,1,1
c:269253,venture,1,0
c:269259,series-a,1,2
c:269263,venture,1,0
c:26927,venture,1,0
c:269303,angel,1,0
c:269313,angel,1,0
c:269314,venture,1,3
c:269337,angel,1,0
c:269343,angel,3,1
c:269349,angel,1,1
c:269400,angel,1,2
c:269407,series-a,1,3
c:269408,venture,1,3
c:269414,angel,1,2
c:269434,venture,1,0
c:269446,venture,1,0
c:269447,venture,1,1
c:269448,venture,1,1
c:269450,angel,1,0
c:269451,angel,1,0
c:269453,venture,1,0
c:269468,angel,1,0
c:269486,venture,1,0
c:269488,venture,1,0
c:269489,venture,1,0
c:269494,series-a,1,0
c:269495,series-a,1,0
c:269499,angel,1,0
c:269500,other,1,0
c:269502,venture,1,0
c:269505,other,1,0
c:269508,venture,1,0
c:269513,other,1,0
c:269516,venture,2,0
c:269522,angel,1,0
c:269527,angel,1,0
c:269533,angel,1,0
c:269535,venture,1,0
c:269536,other,1,0
c:269537,angel,1,0
c:269542,venture,2,0
c:269544,venture,1,0
c:269546,series-a,1,0
c:269551,series-a,1,1
c:269556,other,1,0
c:269563,venture,1,1
c:269567,series-a,1,4
c:26959,venture,2,6
c:269612,angel,1,0
c:269642,series-a,1,3
c:269648,angel,1,2
c:269673,series-a,1,0
c:26968,series-b,1,4
c:269688,other,2,1
c:269783,angel,1,0
c:2698,venture,3,2
c:269834,angel,1,1
c:26985,other,2,3
c:269866,angel,1,1
c:269867,angel,1,3
c:26988,series-c+,1,7
c:26990,series-b,1,4
c:269911,angel,1,0
c:269942,venture,1,1
c:269944,series-a,1,0
c:269957,venture,3,0
c:269959,venture,1,0
c:269964,other,1,0
c:269969,angel,1,1
c:269971,private-equity,1,0
c:269974,other,1,0
c:269975,angel,1,2
c:269976,private-equity,1,0
c:269989,angel,1,0
c:269990,venture,2,0
c:27,series-c+,4,10
c:270,series-a,2,3
c:270008,private-equity,1,0
c:270010,angel,3,0
c:270012,other,1,0
c:270014,series-a,1,0
c:270021,angel,1,1
c:270027,other,1,0
c:270065,angel,1,2
c:270066,series-a,2,0
c:270073,venture,1,0
c:270077,series-a,1,1
c:270078,angel,1,0
c:270079,venture,1,0
c:270090,venture,1,0
c:270099,other,1,0
c:270102,angel,1,0
c:270107,angel,2,6
c:270109,angel,1,0
c:270114,venture,1,1
c:270121,other,2,0
c:270125,series-a,1,2
c:270140,other,1,0
c:270144,series-a,1,1
c:270164,angel,2,1
c:270184,angel,1,0
c:270193,angel,1,0
c:27020,series-c+,1,5
c:270200,venture,1,3
c:27021,series-c+,1,7
c:270215,series-c+,1,1
c:270234,venture,2,2
c:270238,private-equity,1,4
c:270244,series-a,1,3
c:270247,private-equity,1,1
c:270256,venture,1,0
c:270258,other,1,0
c:270259,private-equity,1,0
c:270261,venture,1,0
c:270266,series-a,1,1
c:270272,venture,1,1
c:270275,venture,1,1
c:270277,venture,1,0
c:270279,venture,1,0
c:270282,venture,1,1
c:270287,venture,1,0
c:270289,series-a,2,7
c:270290,series-a,1,0
c:270291,venture,1,1
c:270308,angel,1,0
c:270320,angel,1,0
c:270326,venture,1,0
c:270328,private-equity,1,1
c:270330,venture,1,0
c:270331,venture,1,0
c:270333,venture,1,0
c:27034,venture,1,1
c:270343,venture,1,4
c:270345,other,1,0
c:270347,angel,1,0
c:270348,angel,1,1
c:270349,angel,1,0
c:270354,venture,1,0
c:270358,venture,1,0
c:270359,venture,2,0
c:270362,venture,1,0
c:270365,venture,2,0
c:270375,angel,1,0
c:270377,series-a,1,6
c:270380,private-equity,1,2
c:270382,angel,1,0
c:270387,other,1,0
c:270388,venture,1,0
c:270389,other,1,1
c:270392,venture,1,0
c:270394,series-a,1,0
c:270399,series-b,1,2
c:2704,angel,1,0
c:270401,series-a,1,0
c:270402,venture,1,6
c:270407,other,1,0
c:270411,private-equity,2,3
c:270419,angel,1,0
c:270424,angel,1,1
c:27043,series-b,1,2
c:270439,private-equity,2,1
c:270443,angel,1,1
c:270512,private-equity,1,0
c:270520,other,1,1
c:270521,angel,1,0
c:270522,series-b,2,2
c:270535,venture,1,0
c:270547,series-a,1,1
c:270557,other,1,0
c:270567,other,1,0
c:27057,series-b,3,14
c:270598,series-a,1,1
c:270601,venture,2,3
c:270617,angel,1,0
c:270621,series-a,1,0
c:270622,venture,9,0
c:270625,venture,2,1
c:270626,angel,1,2
c:270628,venture,1,0
c:270630,venture,1,0
c:270635,angel,1,0
c:270636,venture,1,0
c:270641,private-equity,1,0
c:270645,private-equity,1,0
c:270647,venture,2,0
c:270649,series-b,2,4
c:270654,angel,1,1
c:270655,angel,1,0
c:270656,series-a,1,9
c:270657,venture,1,0
c:270658,venture,1,0
c:270660,venture,1,0
c:270661,series-a,2,0
c:270662,other,3,0
c:270681,angel,1,1
c:270697,series-a,1,0
c:27072,angel,1,0
c:270767,angel,1,3
c:270768,venture,1,1
c:270776,venture,1,1
c:27079,venture,2,1
c:270790,angel,1,0
c:270796,angel,1,1
c:2708,series-a,1,1
c:270802,private-equity,1,0
c:270805,angel,1,0
c:270809,series-a,1,5
c:270811,venture,1,0
c:270814,angel,1,0
c:270815,series-c+,1,3
c:270817,private-equity,1,0
c:270820,other,1,0
c:27084,series-a,1,2
c:270853,series-a,1,0
c:270855,venture,1,0
c:270858,venture,2,0
c:27086,venture,1,1
c:270867,other,1,0
c:270873,series-a,1,0
c:270884,angel,1,0
c:270885,venture,1,0
c:270886,other,1,0
c:270891,angel,1,1
c:270895,series-a,1,0
c:270898,venture,1,0
c:2709,series-b,2,4
c:270917,angel,1,0
c:270921,angel,2,1
c:270927,venture,1,0
c:270967,series-a,1,3
c:270983,series-a,1,1
c:271,series-b,2,4
c:2710,angel,2,2
c:271052,series-a,1,1
c:271057,other,1,0
c:271066,venture,1,1
c:271072,venture,1,1
c:271073,venture,1,1
c:271076,private-equity,1,0
c:271083,venture,1,2
c:271084,venture,1,1
c:271085,venture,1,0
c:271088,venture,1,1
c:27109,series-c+,1,4
c:271093,venture,1,1
c:271098,other,1,0
c:271100,venture,1,1
c:271102,venture,1,0
c:271104,other,1,0
c:271105,venture,1,3
c:271108,venture,1,1
