object_id,last_funding_round_type,funding_rounds_count,number_of_participants
c:136960,series-a,3,4
c:136962,series-a,2,2
c:136964,angel,1,2
c:137009,angel,1,0
c:137027,venture,1,2
c:13704,series-c+,2,4
c:137042,angel,1,1
c:137053,angel,1,1
c:137075,angel,2,6
c:137077,series-b,2,8
c:137096,venture,1,1
c:137099,venture,2,4
c:137108,other,1,0
c:137138,series-a,2,20
c:13716,venture,1,1
c:13717,series-a,1,1
c:137171,angel,2,2
c:137187,series-a,1,2
c:13720,venture,5,4
c:137214,angel,1,0
c:137231,series-a,1,2
c:137274,series-a,2,3
c:137289,series-a,3,13
c:13729,series-a,1,1
c:1373,series-a,2,7
c:13730,series-b,2,3
c:137314,other,2,5
c:13732,angel,1,0
c:13733,venture,2,1
c:13734,venture,4,9
c:137347,series-a,5,5
c:137400,angel,2,0
c:13741,venture,3,10
c:137414,venture,1,1
c:13743,angel,1,0
c:137448,angel,1,1
c:13748,series-b,1,2
c:137494,venture,1,0
c:137495,angel,1,2
c:1375,series-a,1,2
c:13750,series-a,1,1
c:137558,venture,1,0
c:137564,series-a,2,2
c:137571,venture,1,0
c:137573,venture,1,0
c:137587,series-a,1,3
c:137589,venture,1,0
c:1376,series-c+,5,9
c:137622,angel,2,5
c:137648,venture,1,0
c:137664,angel,1,0
c:137682,venture,1,1
c:137692,venture,1,1
c:137697,venture,1,1
c:137708,angel,1,1
c:137742,series-c+,4,9
c:137749,angel,2,1
c:13775,series-a,1,1
c:13776,angel,1,1
c:137764,angel,2,0
c:13787,angel,1,0
c:137890,venture,1,0
c:137891,other,1,0
c:137892,venture,2,1
c:1379,series-b,3,5
c:137901,angel,3,8
c:137921,venture,2,1
c:137923,venture,1,0
c:13796,other,6,6
c:137965,venture,1,0
c:137973,series-b,2,4
c:13798,venture,1,1
c:137989,angel,1,3
c:137992,angel,1,0
c:138,series-a,2,7
c:13801,angel,1,0
c:138014,other,4,0
c:138016,angel,5,1
c:138026,angel,1,0
c:138027,angel,1,0
c:138030,angel,2,3
c:138053,angel,1,2
c:138056,series-a,2,2
c:138066,venture,3,0
c:13807,series-c+,5,24
c:138075,venture,3,0
c:138085,other,2,2
c:138097,venture,1,0
c:138104,venture,3,3
c:13813,angel,1,0
c:138141,angel,1,1
c:13815,series-a,3,6
c:138153,angel,1,1
c:13816,series-c+,5,13
c:138246,series-a,1,1
c:13832,angel,1,0
c:13833,venture,1,5
c:138365,series-b,1,1
c:13837,angel,1,0
c:13841,angel,1,0
c:138413,venture,2,1
c:138473,venture,2,1
c:1385,series-a,2,3
c:138502,series-c+,4,10
c:138526,angel,2,1
c:138548,series-a,1,1
c:138558,angel,4,3
c:13857,angel,1,0
c:138571,venture,2,2
c:138592,angel,6,1
c:138626,other,2,2
c:138648,venture,1,0
c:1387,series-b,2,4
c:13874,series-b,1,1
c:138763,series-a,2,8
c:138790,series-a,2,20
c:138795,other,3,2
c:1388,venture,5,10
c:138810,series-a,1,1
c:138814,angel,1,0
c:13882,series-c+,4,12
c:138826,angel,1,1
c:138845,series-a,1,3
c:138870,series-b,2,3
c:138874,venture,4,1
c:138875,venture,1,1
c:138886,series-b,2,7
c:138892,venture,1,2
c:138895,venture,1,2
c:138898,series-a,1,2
c:1389,series-b,2,3
c:138904,series-c+,3,9
c:13893,series-b,2,2
c:138981,angel,1,0
c:138997,angel,2,2
c:139,series-a,2,2
c:1390,series-c+,3,13
c:139006,angel,1,9
c:139015,series-a,3,3
c:139030,angel,1,0
c:139037,venture,2,2
c:139042,series-c+,2,2
c:1391,series-a,1,1
c:139116,venture,1,1
c:139121,venture,1,1
c:139128,series-a,2,4
c:139134,venture,1,1
c:139148,venture,1,0
c:139150,venture,3,0
c:139151,series-a,1,3
c:139154,angel,1,0
c:13916,angel,1,0
c:139163,angel,2,5
c:139166,venture,1,0
c:139168,angel,1,0
c:13921,series-b,2,2
c:139213,venture,4,11
c:13922,series-b,2,5
c:139228,series-b,2,5
c:13923,angel,1,0
c:139233,angel,1,0
c:139237,angel,2,2
c:139238,venture,2,2
c:13924,series-a,1,1
c:139242,series-a,2,0
c:139248,series-a,2,5
c:13927,series-b,5,7
c:13928,venture,2,2
c:139286,venture,1,1
c:139289,angel,2,8
c:139290,venture,1,1
c:139295,series-b,5,9
c:139296,venture,4,10
c:139299,angel,3,0
c:139332,angel,1,2
c:139334,venture,3,2
c:139337,venture,1,0
c:139368,series-a,1,0
c:139370,angel,1,2
c:139380,series-a,2,9
c:139416,venture,1,1
c:139431,other,3,2
c:139442,series-a,1,0
c:139453,angel,1,1
c:139463,venture,1,1
c:139479,series-a,1,5
c:139490,series-a,3,5
c:1395,venture,4,4
c:139529,venture,3,1
c:13954,series-a,1,1
c:139540,series-a,2,2
c:139553,angel,1,0
c:139554,venture,3,0
c:139566,angel,1,7
c:139569,angel,2,2
c:139570,angel,1,0
c:139571,venture,1,0
c:139576,venture,1,1
c:139599,venture,4,2
c:1396,venture,6,1
c:139615,venture,1,1
c:139616,other,2,9
c:139617,venture,1,1
c:139637,angel,1,0
c:139640,venture,1,1
c:139648,angel,1,1
c:139651,venture,2,1
c:139665,venture,2,4
c:139669,venture,1,1
c:139675,angel,1,0
c:139689,angel,2,0
c:139694,angel,1,1
c:1397,angel,1,0
c:139707,series-a,2,3
c:139729,other,2,1
c:139746,series-a,1,0
c:139748,angel,1,1
c:139762,series-b,1,1
c:139768,series-a,1,3
c:139785,venture,1,4
c:139787,other,1,1
c:13979,venture,1,1
c:139795,series-a,2,1
c:139796,angel,1,1
c:139799,venture,1,0
c:139813,venture,1,0
c:139822,venture,1,0
c:139835,angel,1,1
c:13984,series-c+,3,9
c:13986,series-c+,1,7
c:139874,angel,1,1
c:13988,series-a,1,1
c:139886,venture,1,1
c:139887,other,1,1
c:139889,venture,1,1
c:139893,venture,2,3
c:1399,series-a,2,5
c:139908,angel,1,0
c:139917,series-a,2,4
c:139929,series-b,2,3
c:139933,angel,2,1
c:139943,angel,2,3
c:139962,angel,1,0
c:13997,series-b,2,4
c:139971,angel,1,0
c:139984,venture,2,2
c:13999,series-a,2,13
c:139991,angel,1,0
c:14,series-c+,3,8
c:140,series-c+,4,10
c:1400,venture,5,8
c:14001,series-a,2,5
c:140036,angel,1,2
c:140039,venture,1,1
c:140041,venture,1,1
c:140048,other,1,0
c:140051,venture,4,11
c:140070,angel,1,0
c:14009,venture,4,3
c:140097,series-a,1,3
c:1401,venture,4,11
c:14012,angel,1,0
c:140129,other,7,3
c:140136,angel,1,0
c:140139,angel,1,0
c:14015,angel,1,1
c:140156,angel,1,1
c:140163,venture,2,1
c:140165,venture,1,4
c:140188,venture,1,3
c:140192,venture,2,2
c:1402,series-a,3,5
c:140203,series-c+,1,0
c:140256,other,2,1
c:140257,venture,1,1
c:140259,private-equity,2,2
c:140278,series-a,1,0
c:14028,venture,7,10
c:1403,series-a,1,0
c:140305,series-a,1,1
c:14032,venture,1,0
c:14036,series-c+,4,10
c:140377,angel,2,9
c:14038,series-a,1,0
c:140382,series-a,2,0
c:140385,venture,1,0
c:1404,series-b,2,3
c:14041,other,1,0
c:140441,venture,2,2
c:140446,angel,1,0
c:140462,angel,1,0
c:140466,venture,1,0
c:140476,venture,5,2
c:140479,venture,1,0
c:140483,angel,1,8
c:140490,angel,1,0
c:140494,series-a,1,1
c:1405,angel,1,1
c:14050,series-a,1,0
c:140509,angel,1,0
c:140510,venture,1,1
c:140517,venture,3,0
c:140521,series-b,1,1
c:140522,angel,2,4
c:14053,venture,3,6
c:140564,angel,1,0
c:140596,angel,2,1
c:1406,angel,1,3
c:140606,angel,1,6
c:140607,venture,1,1
c:140608,angel,1,3
c:140615,angel,1,0
c:140617,angel,1,1
c:140627,angel,2,0
c:14063,angel,1,1
c:140635,series-c+,2,5
c:140636,venture,1,2
c:140638,series-c+,4,3
c:140643,series-a,1,10
c:140644,venture,1,1
c:140648,angel,2,0
c:14065,angel,1,0
c:140658,series-b,2,3
c:140659,venture,1,2
c:140660,series-b,5,7
c:140673,angel,2,2
c:140679,angel,1,0
c:140729,series-a,1,1
c:140731,series-c+,3,5
c:140734,angel,1,1
c:140737,angel,2,4
c:140739,angel,1,1
c:140792,angel,1,0
c:140797,series-b,3,17
c:1408,angel,2,2
c:140800,series-a,1,7
c:140805,angel,1,0
c:14081,series-b,2,7
c:140824,angel,3,5
c:14083,angel,1,1
c:14084,series-a,2,2
c:140858,venture,1,0
c:140868,venture,2,4
c:140869,venture,4,3
c:140870,series-c+,2,1
c:140873,venture,3,5
c:140879,series-b,2,2
c:140897,angel,1,14
c:140899,venture,1,1
c:14091,angel,1,0
c:14092,series-a,2,1
c:140933,angel,1,0
c:140938,venture,1,0
c:14095,angel,1,0
c:140958,angel,1,1
c:140963,series-b,2,1
c:140991,angel,1,0
c:140995,angel,1,1
c:140996,venture,1,1
c:141,venture,6,22
c:141032,angel,1,1
c:141077,angel,1,1
c:14108,series-a,1,2
c:141083,angel,1,0
c:141086,angel,1,0
c:141092,angel,1,3
c:1411,series-a,2,2
c:141113,angel,1,1
c:141128,angel,1,1
c:141141,angel,1,1
c:141146,series-c+,2,2
c:141147,angel,1,1
c:141148,series-a,1,2
c:141153,venture,1,1
c:141156,series-a,1,1
c:141176,angel,1,1
c:141179,other,4,0
c:14121,angel,1,0
c:141227,angel,2,2
c:141230,angel,2,2
c:141231,angel,1,1
c:141233,series-a,3,12
c:141235,angel,1,1
c:141242,venture,2,1
c:141276,angel,1,1
c:141292,angel,1,1
c:141293,venture,1,1
c:141331,series-b,3,4
c:141347,angel,2,1
c:141357,series-a,2,9
c:141358,angel,3,0
c:141367,series-b,2,5
c:141374,series-c+,3,1
c:141376,angel,1,0
c:141378,angel,1,5
c:141379,venture,1,0
c:141380,angel,2,2
c:141391,series-c+,2,4
c:141392,angel,1,1
c:141393,angel,1,1
c:141399,angel,1,1
c:1414,angel,1,0
c:141406,venture,2,2
c:141409,venture,1,2
c:141416,angel,1,1
c:141418,angel,1,0
c:141424,angel,1,4
c:141425,angel,1,1
c:141434,series-a,1,3
c:14144,series-a,1,0
c:141460,angel,1,1
c:141461,series-b,2,4
c:14147,angel,8,2
c:141481,angel,1,3
c:141483,series-a,2,1
c:141487,venture,1,1
c:141488,venture,1,0
c:141489,series-a,2,15
c:141491,angel,2,5
c:141499,series-a,3,0
c:1415,angel,1,2
c:141501,series-b,1,5
c:141502,series-a,2,3
c:14152,series-a,3,2
c:141524,series-a,1,1
c:141536,angel,3,3
c:14155,angel,1,0
c:141586,angel,1,0
c:14159,venture,1,3
c:141591,venture,1,1
c:141594,angel,1,1
c:1416,other,1,0
c:141608,series-b,4,16
c:141609,angel,1,0
c:14162,series-a,1,0
c:141631,angel,1,0
c:141645,series-a,1,0
c:141655,series-a,4,5
c:141688,other,3,6
c:141691,angel,10,1
c:141704,venture,1,1
c:14171,angel,1,0
c:141719,venture,1,13
c:141726,angel,1,2
c:141732,angel,2,2
c:141738,series-a,2,0
c:141764,angel,1,0
c:141772,series-a,1,3
c:141784,series-a,1,0
c:141791,series-a,2,2
c:141792,angel,1,0
c:1418,series-a,1,1
c:141806,angel,1,0
c:141843,angel,1,1
c:141854,series-a,1,0
c:141855,angel,1,2
c:141859,angel,2,2
c:141867,series-a,1,2
c:141868,venture,1,1
c:14187,angel,1,0
c:141876,angel,1,0
c:141884,angel,1,0
c:1419,series-b,2,2
c:141910,venture,2,1
c:141911,angel,1,0
c:141912,venture,2,1
c:141918,venture,1,1
c:141921,angel,1,0
c:141938,angel,1,0
c:141939,series-b,2,3
c:14196,angel,1,1
c:141990,angel,1,0
c:141997,angel,1,0
c:141999,angel,1,1
c:142,series-a,1,1
c:142002,angel,1,1
c:142005,venture,1,0
c:142011,series-b,3,4
c:142017,series-a,1,0
c:142018,series-a,1,3
c:14202,series-a,1,1
c:142033,series-a,2,2
c:142035,series-a,2,5
c:142040,series-a,2,11
c:142052,series-a,1,2
c:142055,series-a,1,3
c:142065,angel,1,0
c:142085,other,1,0
c:142092,series-a,2,13
c:1421,venture,2,1
c:142106,angel,1,1
c:142109,angel,1,5
c:142125,venture,1,1
c:142130,angel,1,1
c:142136,other,3,3
c:142138,venture,1,0
c:142155,angel,1,0
c:142174,angel,1,0
c:142177,angel,2,1
c:14218,angel,1,1
c:142181,angel,1,1
c:142188,series-a,1,2
c:14219,angel,1,0
c:142199,angel,2,0
c:142202,series-a,1,1
c:142203,series-a,3,12
c:142207,angel,1,0
c:14221,series-a,2,1
c:142211,angel,1,0
c:142217,venture,2,18
c:142220,series-b,2,3
c:142227,angel,1,0
c:142231,series-c+,1,3
c:142232,series-a,1,3
c:142234,series-a,2,3
c:142236,venture,1,1
c:142272,venture,1,2
c:142276,venture,1,1
c:142278,venture,1,1
c:142291,series-a,1,0
c:1423,series-a,1,1
c:142300,angel,1,0
c:142313,venture,1,1
c:142317,series-a,1,1
c:142321,angel,1,1
c:142326,venture,1,1
c:142327,angel,1,3
c:142331,series-a,1,1
c:142332,venture,1,1
c:142345,series-a,3,25
c:142362,angel,1,1
c:142364,angel,2,2
c:1424,venture,4,4
c:142417,angel,1,0
c:14244,series-a,3,2
c:142458,angel,1,0
c:142463,series-a,1,1
c:142471,angel,1,0
c:142483,series-b,2,1
c:142489,series-a,2,3
c:14251,angel,1,2
c:142524,series-a,2,4
c:142525,series-a,2,10
c:142532,angel,2,0
c:142537,angel,1,0
c:142552,venture,2,1
c:142553,series-b,4,5
c:142559,series-a,1,1
c:14256,series-b,1,3
c:142566,angel,1,0
c:142596,series-a,2,2
c:1426,angel,1,0
c:142605,venture,1,1
c:142616,angel,1,0
c:142621,angel,1,0
c:142652,angel,1,1
c:142671,angel,1,0
c:142678,angel,1,0
c:142687,other,2,1
c:142688,venture,1,1
c:142724,venture,4,9
c:142744,angel,1,0
c:142752,angel,1,1
c:142757,other,1,0
c:142758,angel,2,0
c:142765,series-a,4,3
c:142789,venture,1,0
c:142791,series-a,2,12
c:142795,series-a,3,4
c:142796,venture,2,2
c:142797,series-a,1,2
c:142801,series-b,2,3
c:142810,series-a,2,11
c:142821,angel,1,0
c:142824,venture,1,1
c:142826,venture,1,1
c:14287,angel,1,1
c:142873,series-a,3,2
c:142877,series-b,1,1
c:14289,series-a,1,0
c:142893,angel,1,0
c:142897,private-equity,1,0
c:142906,series-b,3,5
c:142926,angel,1,0
c:142955,angel,1,0
c:142963,venture,1,0
c:142967,private-equity,2,3
c:142976,series-a,1,4
c:142985,post-ipo,1,1
c:142996,angel,1,2
c:143022,angel,2,1
c:143027,series-b,2,2
c:143038,angel,1,1
c:143040,venture,1,0
c:143043,series-a,2,3
c:143070,angel,1,4
c:143073,series-a,1,1
c:143078,venture,1,0
c:143091,angel,1,0
c:143092,series-a,1,0
c:143112,venture,1,2
c:143115,venture,1,1
c:143118,venture,2,1
c:143124,other,1,1
c:14314,series-a,1,1
c:143162,series-a,1,0
c:143164,angel,1,0
c:143169,venture,1,1
c:143173,angel,2,2
c:143181,other,2,0
c:143184,angel,1,1
c:1432,series-a,1,0
c:143206,angel,2,0
c:143213,series-c+,3,9
c:143216,angel,1,0
c:143217,series-a,1,2
c:143221,series-a,1,3
c:143226,venture,1,1
c:143228,series-c+,1,5
c:14327,angel,1,0
c:143298,angel,2,0
c:1433,series-b,2,8
c:143311,series-a,2,3
c:143315,other,1,1
c:143318,venture,1,1
c:14333,series-c+,5,14
c:143356,private-equity,1,1
c:14336,venture,2,2
c:14337,angel,1,1
c:143370,angel,1,1
c:143372,venture,2,0
c:143374,venture,2,0
c:1434,series-c+,3,6
c:143413,other,3,2
c:143420,series-b,3,7
c:143422,venture,2,0
c:14345,venture,2,1
c:143451,angel,2,0
c:143452,series-c+,4,1
c:143457,venture,1,0
c:143458,series-a,1,1
c:143468,series-a,1,2
c:143491,other,3,2
c:143495,series-c+,1,4
c:1435,venture,4,5
c:143504,series-a,3,8
c:143513,angel,3,7
c:143529,venture,1,2
c:143531,venture,1,0
c:143537,venture,1,1
c:14354,venture,1,2
c:143543,other,3,4
c:143549,venture,2,1
c:143551,venture,1,1
c:143588,angel,1,0
c:1436,series-a,1,0
c:14360,angel,1,1
c:143601,series-a,2,8
c:143605,series-a,1,11
c:143610,angel,1,2
c:143612,angel,2,1
c:143616,angel,1,0
c:143633,other,2,1
c:143635,angel,2,0
c:143682,angel,3,3
c:143684,angel,1,1
c:143687,angel,2,1
c:143696,angel,1,2
c:1437,series-a,1,1
c:143713,angel,1,0
c:143719,other,2,16
c:143721,angel,1,1
c:143737,series-a,1,9
c:14375,angel,1,0
c:143752,angel,1,1
c:143755,venture,4,7
c:143761,series-a,1,1
c:143762,venture,1,5
c:143780,angel,1,1
c:143785,venture,2,2
c:143789,angel,1,0
c:143796,angel,1,0
c:14381,venture,1,2
c:143821,angel,1,1
c:143822,angel,3,0
c:143830,series-b,2,8
c:143833,angel,1,0
c:143861,angel,1,1
c:143868,venture,1,0
c:143871,series-a,2,2
c:143872,angel,1,1
c:143873,angel,1,1
c:143877,series-b,1,1
c:143878,series-a,1,1
c:143880,other,1,0
c:143881,venture,1,2
c:143882,venture,1,1
c:143884,venture,1,1
c:143895,venture,1,1
c:143897,other,2,2
c:1439,angel,1,5
c:143902,venture,1,1
c:14391,angel,1,2
c:143936,angel,1,0
c:143941,angel,1,2
c:143945,angel,1,5
c:143953,angel,1,1
c:143959,angel,1,0
c:14396,angel,2,3
c:14397,angel,1,0
c:143982,venture,2,2
c:143983,venture,1,0
c:143984,venture,1,2
c:143993,venture,1,0
c:144,series-b,2,7
c:14400,venture,2,1
c:144021,venture,1,2
c:144026,angel,1,2
c:144028,other,3,0
c:144035,series-a,1,12
c:144037,venture,2,0
c:144040,angel,1,0
c:144046,angel,1,1
c:144050,venture,1,0
c:144059,other,2,2
c:144070,angel,1,0
c:144082,other,2,0
c:144090,angel,1,1
c:144109,venture,1,1
c:144110,private-equity,2,0
c:144122,series-c+,4,0
c:144134,venture,1,1
c:144138,other,1,1
c:144139,angel,1,1
c:144145,series-a,1,1
c:144167,angel,1,0
c:144168,venture,1,1
c:144176,venture,1,0
c:144198,other,1,1
c:144205,angel,2,0
c:144217,angel,1,2
c:144224,other,1,1
c:144236,series-a,2,0
c:144237,series-b,3,22
c:144243,series-a,3,32
c:144251,angel,1,1
c:14427,angel,1,2
c:144290,series-a,2,18
c:144300,venture,1,0
c:144324,angel,2,2
c:144329,angel,4,0
c:14437,venture,2,1
c:144370,series-a,2,4
c:144374,venture,1,1
c:144375,other,2,1
c:144376,series-b,2,2
c:144378,other,4,4
c:144380,series-b,1,4
c:144381,series-a,1,1
c:144382,series-b,4,10
c:144397,angel,1,1
c:144415,angel,1,0
c:144439,venture,1,1
c:144449,angel,1,2
c:144452,angel,1,3
c:144457,venture,2,20
c:144465,series-a,1,3
c:144466,series-a,1,1
c:144467,series-c+,6,12
c:144468,series-b,3,2
c:144473,venture,2,5
c:144482,venture,1,2
c:1445,series-c+,3,5
c:144512,venture,2,2
c:144532,angel,1,0
c:144549,angel,1,1
c:144554,angel,1,1
c:14456,series-a,1,1
c:144561,other,1,0
c:144572,venture,3,4
c:144573,venture,1,1
c:144574,venture,2,4
c:144581,angel,1,3
c:144585,angel,1,1
c:144586,angel,1,0
c:1446,series-a,1,2
c:14460,angel,1,0
c:144600,series-a,1,1
c:144610,venture,1,2
c:144611,angel,1,1
c:144615,other,2,0
c:144616,venture,1,0
c:144623,series-b,1,2
c:144631,angel,1,1
c:144635,series-a,2,12
c:14465,angel,1,0
c:144652,series-a,1,1
c:144655,other,1,0
c:144660,series-b,3,3
c:144661,venture,1,1
c:144677,venture,1,0
c:144687,angel,1,1
c:1447,series-b,3,6
c:144720,angel,1,0
c:144730,angel,1,0
c:144734,angel,1,2
c:144748,series-a,2,5
c:144750,other,1,0
c:144757,angel,1,0
c:144761,series-a,3,2
c:144778,series-a,2,5
c:144788,venture,1,2
c:1448,series-c+,5,17
c:144811,series-a,1,1
c:144825,angel,1,1
c:14483,angel,1,1
c:144831,angel,1,0
c:144835,crowdfunding,1,0
c:144852,series-a,1,1
c:14486,angel,1,2
c:144860,angel,1,1
c:144881,series-b,2,0
c:144882,venture,1,3
c:144886,venture,1,1
c:144889,series-a,1,1
c:144897,venture,2,2
c:1449,series-b,2,2
c:144909,venture,1,1
c:144918,venture,1,3
c:144925,series-c+,2,5
c:144928,angel,1,2
c:14493,venture,1,1
c:14494,venture,1,4
c:144940,venture,2,0
c:144945,angel,1,1
c:144947,venture,1,0
c:144958,series-b,2,4
c:144963,angel,1,3
c:144965,venture,1,0
c:144966,series-b,3,10
c:144967,other,2,4
c:144974,series-a,1,2
c:144979,series-b,1,2
c:14498,series-c+,3,6
c:145,venture,1,2
c:1450,series-c+,3,2
c:145002,angel,1,0
c:14502,series-a,1,2
c:145025,angel,1,1
c:145027,venture,1,1
c:14504,series-c+,4,6
c:145042,angel,1,6
c:145043,angel,1,1
c:145047,venture,1,0
c:145050,series-a,3,9
c:145051,angel,1,1
c:145061,post-ipo,1,0
c:145069,series-a,3,6
c:145076,series-b,1,2
c:145077,venture,2,0
c:145078,series-a,1,1
c:14508,series-b,2,3
c:145080,venture,1,0
c:145081,venture,1,0
c:145084,venture,1,1
c:145094,angel,1,1
c:145097,angel,1,1
c:1451,series-b,2,5
c:145107,series-b,3,8
c:145113,angel,1,1
c:145117,angel,1,0
c:14514,series-c+,4,10
c:145142,angel,1,1
c:145150,angel,1,0
c:145153,angel,1,1
c:14516,venture,5,16
c:145165,series-a,2,0
c:145168,venture,1,3
c:145169,venture,1,0
c:145170,venture,1,0
c:145171,venture,1,0
c:145174,series-a,1,0
c:145180,venture,1,1
c:1452,series-c+,5,12
c:145201,series-a,4,9
c:145203,series-b,4,16
c:14521,series-c+,5,8
c:145223,venture,3,2
c:145225,angel,1,0
c:145229,angel,1,2
c:14524,venture,1,4
c:145250,angel,2,6
c:145251,angel,1,1
c:145260,angel,3,0
c:145279,angel,1,0
c:145286,angel,1,1
c:1453,venture,2,5
c:145308,angel,1,0
c:145320,venture,1,1
c:145343,series-a,1,1
c:145352,series-c+,1,1
c:145355,series-b,1,1
c:145358,angel,3,3
c:145366,venture,1,2
c:145371,venture,1,0
c:145376,venture,1,2
c:145384,series-a,1,1
c:145389,venture,3,2
c:145390,angel,2,1
c:145395,angel,1,1
c:145407,venture,5,1
c:145408,other,3,0
c:145411,series-a,1,2
c:145414,venture,2,2
c:145452,angel,1,4
c:14546,venture,2,0
c:145464,angel,2,6
c:145473,angel,2,1
c:145478,private-equity,4,8
c:14550,venture,1,2
c:145518,angel,1,1
c:145519,angel,1,0
c:145528,angel,4,4
c:145532,angel,1,3
c:145533,angel,2,27
c:145535,angel,4,1
c:145541,angel,1,6
c:145557,series-c+,1,5
c:145578,venture,1,1
c:145579,venture,1,1
c:145595,venture,1,1
c:145604,angel,1,2
c:145608,angel,1,0
c:145613,angel,1,0
c:145617,angel,3,2
c:145643,angel,2,3
c:145649,angel,2,1
c:145675,series-c+,4,13
c:145682,venture,1,1
c:145685,venture,1,1
c:145689,series-a,4,7
c:145691,venture,1,0
c:145694,venture,3,5
c:145696,series-a,3,1
c:145700,angel,5,2
c:145710,angel,1,0
c:145754,angel,2,4
c:145759,series-a,2,10
c:145770,other,1,0
c:145779,venture,1,1
c:145805,angel,1,1
c:145810,angel,3,3
c:145812,angel,1,0
c:145828,angel,1,2
c:145832,angel,1,8
c:145836,angel,1,0
c:145849,venture,1,1
c:14585,angel,1,1
c:145857,angel,1,1
c:145859,venture,1,0
c:145889,angel,1,1
c:14589,venture,6,8
c:145892,series-a,1,1
c:1459,angel,1,1
c:145900,angel,1,0
c:145903,angel,1,1
c:145905,series-a,3,17
c:14592,angel,1,0
c:145924,venture,1,0
c:145925,venture,1,0
c:14593,other,4,8
c:145938,angel,5,10
c:145945,angel,1,0
c:145960,angel,1,0
c:145992,angel,1,1
c:146009,venture,1,0
c:146016,series-a,3,2
c:146020,angel,1,14
c:146027,series-b,2,2
c:146029,other,1,0
c:146032,series-a,1,0
c:146033,venture,1,7
c:146035,series-c+,2,2
c:146036,other,2,1
c:146042,venture,2,1
c:146062,venture,2,1
c:146064,venture,1,1
c:146065,venture,2,1
c:146066,venture,1,1
c:146067,series-a,1,0
c:146072,series-a,1,1
c:146077,angel,3,1
c:146079,angel,3,5
c:14608,venture,3,12
c:146085,angel,1,0
c:146086,angel,1,0
c:14609,venture,1,0
c:146091,angel,1,0
c:1461,angel,1,0
c:146100,angel,1,1
c:146109,series-a,4,4
c:146123,venture,5,1
c:146124,venture,1,1
c:146142,angel,1,0
c:146147,angel,1,0
c:146149,series-a,1,0
c:146150,other,3,3
c:146156,other,4,1
c:146158,series-b,2,0
c:146161,venture,1,1
c:146164,venture,3,1
c:146186,venture,1,2
c:146187,angel,2,11
c:146188,venture,2,1
c:1462,venture,7,16
c:146237,venture,3,2
c:146245,angel,1,0
c:146254,series-a,2,6
c:146264,angel,2,6
c:146265,series-a,1,3
c:146268,series-a,1,2
c:146269,series-a,4,8
c:146270,series-a,3,13
c:146272,angel,1,1
c:146277,series-c+,2,2
c:14628,angel,1,0
c:146280,venture,1,1
c:146282,angel,2,5
c:146291,angel,4,0
c:146299,angel,1,0
c:146306,angel,1,0
c:146307,angel,1,0
c:146315,angel,1,1
c:146322,angel,4,0
c:146333,angel,1,1
c:146335,angel,1,0
c:146345,venture,2,0
c:146346,series-a,2,11
c:146347,venture,2,9
c:146348,angel,1,1
c:146349,series-b,2,5
c:146350,venture,1,0
c:146355,angel,1,2
c:146374,angel,1,3
c:146387,venture,3,7
c:146388,venture,2,0
c:1464,series-a,2,3
c:146408,venture,1,0
c:146413,angel,2,4
c:146416,angel,1,1
c:14642,venture,1,11
c:146428,angel,4,8
c:146437,angel,1,0
c:14644,venture,2,0
c:146440,series-a,2,4
c:146453,series-c+,2,8
c:146455,venture,1,1
c:146456,series-b,2,6
c:146457,series-c+,1,3
c:146460,venture,1,1
c:146461,other,3,0
c:146462,private-equity,2,1
c:146477,angel,1,0
c:146481,angel,1,0
c:146488,angel,1,1
c:146489,venture,1,1
c:14649,angel,1,0
c:1465,series-a,1,3
c:146520,series-a,2,2
c:146522,venture,1,1
c:146523,series-a,1,1
c:14654,series-b,1,2
c:146542,series-b,2,4
c:146543,other,2,3
c:146544,angel,1,0
c:146548,venture,2,6
c:146549,angel,2,1
c:14655,series-a,1,2
c:146555,venture,2,3
c:14656,venture,2,4
c:146562,venture,1,0
c:14657,series-a,1,0
c:146581,series-a,4,3
c:146582,venture,1,1
c:146587,series-a,2,28
c:146596,series-a,1,1
c:146600,angel,1,0
c:146601,series-a,1,1
c:146612,angel,1,0
c:146635,series-a,2,7
c:146639,series-a,3,2
c:146643,angel,1,1
c:146647,series-b,1,1
c:146649,venture,1,0
c:146650,venture,1,0
c:146652,venture,1,0
c:146655,other,3,0
c:146658,venture,1,3
c:146659,series-a,1,0
c:14666,series-b,3,4
c:14668,series-c+,5,19
