object_id,rounds_total,last_funding_round_type,number_of_participants
c:83268,,,
c:83269,,,
c:8327,,,
c:83270,,,
c:83271,,,
c:83272,,,
c:83273,,,
c:83274,,,
c:83275,,,
c:83276,,,
c:83277,,,
c:83278,,,
c:83279,3.0,series-c+,12.0
c:8328,,,
c:83280,,,
c:83281,,,
c:83282,,,
c:83283,1.0,angel,0.0
c:83284,,,
c:83285,,,
c:83287,,,
c:83288,1.0,angel,0.0
c:83289,,,
c:8329,,,
c:83290,,,
c:83291,,,
c:83292,,,
c:83293,,,
c:83294,,,
c:83295,,,
c:83296,,,
c:83297,,,
c:83299,,,
c:833,3.0,series-b,7.0
c:8330,,,
c:83301,,,
c:83302,,,
c:83303,2.0,series-a,2.0
c:83304,2.0,venture,2.0
c:83305,2.0,venture,1.0
c:83306,1.0,series-a,1.0
c:83308,,,
c:83309,,,
c:83311,,,
c:83312,,,
c:83313,,,
c:83314,,,
c:83316,,,
c:83317,,,
c:83319,,,
c:83320,,,
c:83321,,,
c:83322,,,
c:83323,1.0,angel,0.0
c:83327,,,
c:83328,,,
c:8333,,,
c:83331,,,
c:83333,,,
c:83334,,,
c:83336,,,
c:83337,,,
c:83338,,,
c:83339,,,
c:8334,,,
c:83341,1.0,,
c:83342,,,
c:83343,,,
c:83344,,,
c:83345,,,
c:83346,3.0,venture,3.0
c:83347,,,
c:83348,1.0,angel,1.0
c:83349,,,
c:8335,,,
c:83350,,,
c:83351,,,
c:83352,,,
c:83353,1.0,series-a,2.0
c:83354,,,
c:83356,1.0,angel,1.0
c:83359,,,
c:8336,,,
c:83361,,,
c:83362,,,
c:83363,,,
c:83364,,,
c:83367,,,
c:83368,,,
c:83369,,,
c:8337,3.0,venture,4.0
c:83371,,,
c:83372,,,
c:83373,,,
c:83375,,,
c:83376,1.0,,
c:83378,,,
c:83379,,,
c:8338,,,
c:83380,,,
c:83381,,,
c:83382,,,
c:83383,,,
c:83384,,,
c:83385,,,
c:83386,,,
c:83387,,,
c:83388,,,
c:8339,5.0,venture,28.0
c:83390,1.0,angel,0.0
c:83391,,,
c:83392,,,
c:83393,1.0,angel,1.0
c:83394,,,
c:83395,,,
c:83396,,,
c:83397,1.0,angel,1.0
c:83399,,,
c:8340,,,
c:83400,,,
c:83402,,,
c:83404,,,
c:83405,,,
c:83406,,,
c:83407,,,
c:83408,,,
c:83409,,,
c:8341,,,
c:83410,,,
c:83411,,,
c:83412,,,
c:83413,,,
c:83414,,,
c:83415,,,
c:83417,,,
c:83418,,,
c:83419,,,
c:8342,,,
c:83420,,,
c:83424,,,
c:83425,,,
c:83426,,,
c:83427,,,
c:83428,2.0,other,6.0
c:83429,,,
c:8343,,,
c:83430,,,
c:83431,,,
c:83432,,,
c:83433,,,
c:83434,1.0,series-a,1.0
c:83435,,,
c:83436,,,
c:83437,1.0,series-a,4.0
c:83438,,,
c:83439,,,
c:8344,,,
c:83440,,,
c:83441,,,
c:83443,1.0,series-a,3.0
c:83444,,,
c:83445,1.0,series-a,1.0
c:83446,,,
c:83447,1.0,angel,0.0
c:83448,5.0,venture,2.0
c:83449,3.0,other,1.0
c:8345,,,
c:83450,1.0,angel,1.0
c:83451,,,
c:83454,,,
c:83455,,,
c:83456,,,
c:83457,,,
c:83459,,,
c:8346,,,
c:83463,,,
c:83464,,,
c:83465,,,
c:83466,1.0,,
c:83467,1.0,,
c:83468,1.0,,
c:83469,1.0,,
c:83472,,,
c:83474,,,
c:83475,,,
c:83476,,,
c:83478,,,
c:83479,,,
c:83480,,,
c:83481,,,
c:83482,,,
c:83483,,,
c:83484,3.0,series-a,0.0
c:83485,,,
c:83486,,,
c:83488,,,
c:83490,,,
c:83491,,,
c:83492,,,
c:83494,,,
c:83495,,,
c:83496,,,
c:83497,,,
c:83498,,,
c:83499,,,
c:835,3.0,series-b,3.0
c:8350,,,
c:83500,1.0,angel,1.0
c:83501,1.0,series-a,2.0
c:83502,,,
c:83504,,,
c:83505,,,
c:83506,,,
c:83509,,,
c:8351,1.0,venture,4.0
c:83510,1.0,angel,1.0
c:83511,,,
c:83512,,,
c:83513,3.0,venture,0.0
c:83514,,,
c:83515,1.0,other,0.0
c:83516,,,
c:83517,,,
c:83518,,,
c:83519,,,
c:8352,,,
c:83520,,,
c:83521,,,
c:83522,,,
c:83523,,,
c:83524,,,
c:83525,,,
c:83528,,,
c:83529,,,
c:8353,,,
c:83531,,,
c:83533,,,
c:83534,1.0,angel,1.0
c:83535,3.0,angel,2.0
c:83539,,,
c:8354,,,
c:83540,,,
c:83541,,,
c:83542,,,
c:83543,,,
c:83545,,,
c:83546,,,
c:83547,,,
c:83548,1.0,venture,0.0
c:83549,,,
c:8355,2.0,angel,0.0
c:83550,,,
c:83551,1.0,,
c:83552,,,
c:83554,1.0,angel,0.0
c:83555,,,
c:83556,,,
c:83557,4.0,series-c+,8.0
c:83558,,,
c:83559,,,
c:8356,,,
c:83561,1.0,venture,0.0
c:83562,1.0,venture,2.0
c:83563,,,
c:83564,,,
c:83566,1.0,venture,1.0
c:83567,1.0,venture,0.0
c:83568,1.0,series-b,2.0
c:83570,,,
c:83572,2.0,series-a,1.0
c:83573,1.0,venture,1.0
c:83574,1.0,angel,1.0
c:83575,,,
c:83576,,,
c:83578,,,
c:83579,,,
c:8358,3.0,series-b,1.0
c:83581,,,
c:83582,1.0,angel,0.0
c:83583,,,
c:83584,,,
c:83585,,,
c:83586,,,
c:83588,1.0,angel,0.0
c:8359,,,
c:83594,,,
c:83595,,,
c:83596,,,
c:836,3.0,angel,17.0
c:8360,,,
c:83600,,,
c:83602,,,
c:83604,,,
c:83605,,,
c:83606,,,
c:83608,1.0,venture,1.0
c:83609,3.0,venture,5.0
c:8361,,,
c:83610,,,
c:83611,,,
c:83613,,,
c:83614,,,
c:83615,,,
c:83616,,,
c:83617,,,
c:83618,1.0,angel,1.0
c:8362,,,
c:83620,,,
c:83621,,,
c:83624,,,
c:83626,,,
c:83627,,,
c:83628,,,
c:83629,,,
c:8363,,,
c:83630,,,
c:83633,,,
c:83634,,,
c:83635,,,
c:83636,,,
c:83637,,,
c:83638,,,
c:83639,1.0,angel,1.0
c:8364,,,
c:83641,1.0,series-a,12.0
c:83643,,,
c:83645,,,
c:83646,2.0,angel,2.0
c:83647,4.0,other,0.0
c:83648,,,
c:83649,,,
c:8365,,,
c:83651,1.0,angel,2.0
c:83652,,,
c:83653,,,
c:83654,,,
c:83655,,,
c:83656,,,
c:83657,,,
c:83658,,,
c:8366,,,
c:83660,,,
c:83661,,,
c:83662,,,
c:83664,,,
c:83665,,,
c:83667,,,
c:83668,1.0,venture,1.0
c:83669,,,
c:83670,,,
c:83675,,,
c:83677,,,
c:83678,,,
c:83679,2.0,venture,3.0
c:8368,,,
c:83680,,,
c:83681,,,
c:83682,,,
c:83684,,,
c:83686,,,
c:83687,,,
c:83688,,,
c:83689,,,
c:8369,,,
c:83690,1.0,private-equity,0.0
c:83691,,,
c:83692,2.0,series-a,12.0
c:83693,,,
c:83694,,,
c:83695,,,
c:83696,3.0,other,0.0
c:83698,1.0,venture,1.0
c:83699,4.0,series-c+,11.0
c:837,,,
c:83700,4.0,other,11.0
c:83701,,,
c:83705,,,
c:83706,,,
c:83707,,,
c:83708,1.0,venture,0.0
c:83710,,,
c:83711,,,
c:83712,,,
c:83713,,,
c:83714,,,
c:83715,,,
c:83716,6.0,angel,6.0
c:83717,,,
c:83718,,,
c:83719,,,
c:8372,,,
c:83720,,,
c:83721,1.0,other,2.0
c:83723,1.0,angel,8.0
c:83724,,,
c:83725,,,
c:83726,,,
c:83727,,,
c:83728,,,
c:83729,,,
c:8373,,,
c:83730,2.0,angel,1.0
c:83732,1.0,angel,0.0
c:83733,,,
c:83734,,,
c:83735,,,
c:83737,,,
c:83738,1.0,venture,1.0
c:83739,,,
c:8374,,,
c:83740,,,
c:83741,1.0,angel,0.0
c:83742,,,
c:83743,,,
c:83744,,,
c:83745,,,
c:83747,,,
c:83748,1.0,angel,4.0
c:83749,,,
c:8375,,,
c:83751,,,
c:83752,2.0,venture,9.0
c:83755,1.0,angel,1.0
c:83756,1.0,angel,1.0
c:83757,2.0,angel,0.0
c:83758,,,
c:83759,,,
c:8376,,,
c:83760,,,
c:83761,,,
c:83762,1.0,angel,0.0
c:83763,,,
c:83765,,,
c:83766,1.0,angel,0.0
c:83767,,,
c:83768,,,
c:83769,,,
c:8377,,,
c:83772,,,
c:83773,5.0,series-a,5.0
c:83778,,,
c:83779,,,
c:83780,,,
c:83781,,,
c:83782,,,
c:83783,,,
c:83784,,,
c:83785,,,
c:83786,,,
c:83787,,,
c:83789,,,
c:83790,,,
c:83791,,,
c:83792,,,
c:83793,,,
c:83794,1.0,series-a,1.0
c:83795,,,
c:83796,,,
c:83797,,,
c:83798,,,
c:83799,,,
c:838,9.0,venture,1.0
c:83800,,,
c:83802,,,
c:83803,,,
c:83805,,,
c:83806,,,
c:83809,1.0,series-a,5.0
c:8381,,,
c:83810,,,
c:83812,,,
c:83816,,,
c:83817,2.0,angel,7.0
c:83818,1.0,venture,1.0
c:83819,,,
c:8382,,,
c:83820,,,
c:83821,,,
c:83823,,,
c:83824,,,
c:83825,1.0,angel,0.0
c:83826,,,
c:83827,,,
c:83828,,,
c:83829,,,
c:8383,,,
c:83830,,,
c:83832,,,
c:83833,,,
c:83834,,,
c:83838,,,
c:83839,,,
c:8384,,,
c:83840,,,
c:83841,,,
c:83842,,,
c:83843,1.0,angel,7.0
c:83845,2.0,series-b,3.0
c:83846,,,
c:83847,,,
c:83849,,,
c:83850,,,
c:83851,2.0,venture,1.0
c:83852,,,
c:83854,,,
c:83855,,,
c:83857,,,
c:83858,,,
c:83859,,,
c:83860,,,
c:83862,,,
c:83863,,,
c:83864,,,
c:83865,,,
c:83866,,,
c:83867,,,
c:83868,,,
c:8387,,,
c:83872,,,
c:83873,2.0,,
c:83874,,,
c:83875,,,
c:83879,,,
c:8388,,,
c:83881,,,
c:83882,2.0,angel,0.0
c:83883,,,
c:83886,,,
c:83887,2.0,series-b,2.0
c:83888,,,
c:83890,,,
c:83891,,,
c:83892,,,
c:83893,,,
c:83894,,,
c:83895,,,
c:83896,,,
c:83897,,,
c:83898,,,
c:83899,,,
c:839,,,
c:8390,,,
c:83900,1.0,series-a,1.0
c:83902,1.0,series-a,15.0
c:83903,,,
c:83904,,,
c:83905,,,
c:83907,,,
c:83909,,,
c:8391,,,
c:83910,,,
c:83911,,,
c:83917,,,
c:83918,3.0,angel,1.0
c:83919,1.0,,
c:8392,,,
c:83920,1.0,angel,0.0
c:83921,,,
c:83922,,,
c:83923,,,
c:83925,,,
c:83926,1.0,,
c:83927,2.0,series-a,2.0
c:83928,,,
c:83929,,,
c:8393,,,
c:83930,,,
c:83931,,,
c:83933,2.0,series-a,15.0
c:83934,,,
c:83935,,,
c:83936,,,
c:83937,,,
c:83938,,,
c:83939,,,
c:8394,,,
c:83940,,,
c:83941,,,
c:83942,,,
c:83944,,,
c:83945,,,
c:83947,,,
c:83948,,,
c:83949,,,
c:83950,,,
c:83951,,,
c:83952,,,
c:83953,,,
c:83957,3.0,other,1.0
c:83958,,,
c:83959,,,
c:8396,,,
c:83961,3.0,series-a,6.0
c:83962,,,
c:83963,1.0,venture,1.0
c:83964,1.0,venture,1.0
c:83966,,,
c:83967,,,
c:83968,,,
c:8397,,,
c:83970,1.0,series-a,0.0
c:83971,2.0,series-b,9.0
c:83972,1.0,venture,0.0
c:83973,2.0,series-b,4.0
c:83974,,,
c:83976,,,
c:83979,,,
c:8398,,,
c:83981,,,
c:83982,,,
c:83983,,,
c:83985,,,
c:83986,,,
c:83987,,,
c:8399,,,
c:83990,,,
c:83991,,,
c:83992,,,
c:83993,,,
c:83995,,,
c:83996,,,
c:83998,,,
c:83999,,,
c:84,8.0,venture,15.0
c:840,1.0,venture,0.0
c:8400,1.0,series-a,1.0
c:84000,,,
c:84001,,,
c:84003,,,
c:84004,,,
c:84005,,,
c:84006,,,
c:84007,1.0,,
c:84008,1.0,angel,1.0
c:84009,,,
c:8401,1.0,angel,0.0
c:84010,,,
c:84011,,,
c:84012,,,
c:84013,,,
c:84014,,,
c:84015,,,
c:84016,,,
c:84017,,,
c:84018,,,
c:84019,,,
c:8402,,,
c:84020,3.0,series-c+,3.0
c:84021,,,
c:84022,,,
c:84023,,,
c:84024,1.0,venture,1.0
c:84025,,,
c:84028,,,
c:84029,,,
c:8403,,,
c:84030,1.0,angel,0.0
c:84031,,,
c:84032,,,
c:84033,,,
c:84037,,,
c:84038,,,
c:84039,2.0,series-a,0.0
c:8404,,,
c:84040,3.0,series-a,0.0
c:84041,,,
c:84042,,,
c:84043,,,
c:84045,1.0,series-a,1.0
c:84046,,,
c:84047,2.0,angel,0.0
c:84048,,,
c:84049,,,
c:8405,2.0,series-b,1.0
c:84050,,,
c:84052,,,
c:84053,,,
c:84056,,,
c:84059,,,
c:8406,,,
c:84061,1.0,angel,0.0
c:84062,,,
c:84066,1.0,,
c:84067,1.0,,
c:84068,3.0,venture,3.0
c:84069,3.0,,
c:8407,4.0,venture,4.0
c:84070,,,
c:84072,3.0,series-b,7.0
c:84073,2.0,venture,2.0
c:84074,,,
c:84075,1.0,venture,0.0
c:84076,,,
c:84077,,,
c:84078,1.0,venture,1.0
c:84079,1.0,venture,0.0
c:8408,3.0,series-c+,6.0
c:84080,,,
c:84081,,,
c:84082,2.0,venture,0.0
c:84083,1.0,venture,0.0
c:84084,1.0,venture,1.0
c:84085,,,
c:84086,,,
c:84088,,,
c:84089,,,
c:8409,,,
c:84094,,,
c:84095,,,
c:84096,,,
c:84097,,,
c:84098,,,
c:84099,,,
c:841,,,
c:8410,,,
c:84101,,,
c:84102,,,
c:84104,,,
c:84106,,,
c:84108,,,
c:84109,,,
c:8411,,,
c:84110,,,
c:84112,,,
c:84113,2.0,venture,2.0
c:84114,1.0,angel,0.0
c:84116,,,
c:84118,1.0,venture,1.0
c:84119,,,
c:8412,,,
c:84120,,,
c:84121,,,
c:84122,,,
c:84123,,,
c:84124,,,
c:84125,,,
c:84126,,,
c:84129,,,
c:8413,,,
c:84130,,,
c:84131,,,
c:84134,,,
c:84135,,,
c:84138,1.0,series-a,1.0
c:8414,,,
c:84140,2.0,series-a,3.0
c:84141,,,
c:84143,,,
c:84145,,,
c:84147,,,
c:84148,1.0,angel,0.0
c:84149,1.0,angel,1.0
c:84150,,,
c:84151,1.0,angel,0.0
c:84153,2.0,series-a,5.0
c:84154,,,
c:84155,,,
c:84156,,,
c:84157,,,
c:84158,,,
c:84160,,,
c:84161,1.0,venture,1.0
c:84164,,,
c:84166,,,
c:84167,,,
c:84168,,,
c:84172,,,
c:84174,,,
c:84177,2.0,series-b,2.0
c:84178,,,
c:84179,,,
c:8418,1.0,angel,0.0
c:84180,,,
c:84181,,,
c:84182,,,
c:84185,,,
c:84186,,,
c:84187,,,
c:84188,,,
c:84189,,,
c:8419,,,
c:84190,,,
c:84193,,,
c:84194,,,
c:84195,,,
c:84196,,,
c:84197,1.0,angel,1.0
c:84198,,,
c:84200,3.0,series-c+,11.0
c:84202,,,
c:84203,,,
c:84204,1.0,venture,1.0
c:84205,3.0,series-c+,9.0
c:84209,,,
c:8421,,,
c:84210,,,
c:84211,,,
c:84213,1.0,series-a,0.0
c:84214,,,
c:84215,,,
c:84216,,,
c:84217,,,
c:84218,,,
c:84219,,,
c:8422,,,
c:84220,,,
c:84221,1.0,angel,1.0
c:84222,,,
c:84226,,,
c:84227,,,
c:84228,,,
c:8423,,,
c:84230,,,
c:84231,,,
c:84238,,,
c:84243,,,
c:84244,,,
c:84245,,,
c:84247,1.0,venture,1.0
c:84248,,,
c:8425,,,
c:84251,,,
c:84252,2.0,series-b,3.0
c:84253,1.0,series-b,3.0
c:84254,,,
c:84255,1.0,venture,2.0
c:84257,,,
c:84258,,,
c:8426,,,
c:84261,,,
c:84262,,,
c:84263,1.0,angel,0.0
c:84264,,,
c:84265,,,
c:84268,,,
c:84270,,,
c:84271,1.0,venture,1.0
c:84272,,,
c:84273,,,
c:84274,,,
c:84275,,,
c:84276,,,
c:84277,,,
c:84280,,,
c:84281,,,
c:84283,,,
c:84284,,,
c:84285,,,
c:84286,,,
c:84287,,,
c:84288,,,
c:8429,,,
c:84290,,,
c:84291,,,
c:84292,1.0,,
c:84293,,,
c:84294,,,
c:84295,,,
c:84296,,,
c:84298,,,
c:84299,,,
c:843,1.0,angel,1.0
c:8430,,,
c:84300,,,
c:84301,,,
c:84302,3.0,series-a,2.0
c:84303,,,
c:84304,2.0,series-c+,0.0
c:84306,2.0,series-c+,4.0
c:84307,,,
c:84308,,,
c:84309,,,
c:8431,,,
c:84310,,,
c:84311,,,
c:84312,,,
c:84313,,,
c:84314,,,
c:84315,,,
c:84318,,,
c:84319,,,
c:8432,3.0,series-a,2.0
c:84320,2.0,series-a,17.0
c:84321,7.0,other,23.0
c:84323,,,
c:84325,,,
c:84326,1.0,venture,1.0
c:84327,1.0,angel,1.0
c:84328,1.0,venture,1.0
c:84329,,,
c:8433,,,
c:84330,,,
c:84333,,,
c:84334,,,
c:84337,,,
c:84338,1.0,angel,2.0
c:8434,,,
c:84340,,,
c:84341,,,
c:84343,,,
c:84345,,,
c:8435,,,
c:84351,1.0,venture,1.0
c:84352,,,
c:84353,,,
c:84356,,,
c:84357,1.0,series-c+,0.0
c:84358,,,
c:84359,1.0,venture,1.0
c:8436,,,
c:84360,,,
c:84364,,,
c:84365,,,
c:84366,,,
c:84367,2.0,angel,2.0
c:84368,,,
c:84369,2.0,venture,0.0
c:8437,,,
c:84370,2.0,venture,3.0
c:84372,,,
c:84373,2.0,private-equity,3.0
c:84375,,,
c:8438,,,
c:84382,,,
c:84383,1.0,angel,0.0
c:84384,,,
c:84386,,,
c:84387,,,
c:84388,,,
c:84389,,,
c:84390,,,
c:84391,,,
c:84396,,,
c:84397,1.0,angel,0.0
c:84398,,,
c:844,,,
c:8440,,,
c:84404,,,
c:84405,,,
c:84406,,,
c:84407,,,
c:84409,,,
c:8441,,,
c:84410,,,
c:84411,,,
c:84412,1.0,angel,0.0
c:84415,,,
c:84417,,,
c:84419,,,
c:8442,,,
c:84420,,,
c:84421,,,
c:84422,,,
c:84424,,,
c:84425,,,
c:84426,1.0,venture,1.0
c:84429,3.0,series-a,4.0
c:8443,,,
c:84432,,,
c:84436,,,
c:84437,,,
c:84438,,,
c:84439,,,
c:84440,,,
c:84442,5.0,angel,12.0
c:84443,,,
c:84445,,,
c:84446,,,
c:84448,,,
c:84449,,,
c:8445,,,
c:84450,,,
c:84452,,,
c:84454,1.0,angel,1.0
c:84456,,,
c:84457,,,
c:84459,,,
c:8446,1.0,series-a,2.0
c:84462,,,
c:84463,,,
c:84464,2.0,angel,4.0
c:84466,,,
c:84467,,,
c:84468,,,
c:84469,,,
c:84470,,,
c:84471,,,
c:84473,,,
c:84474,,,
c:84477,,,
c:84479,,,
c:84480,,,
c:84481,,,
c:84482,,,
c:84483,,,
c:84485,,,
c:84486,,,
c:84487,,,
c:84488,,,
c:84489,,,
c:8449,,,
c:84490,,,
c:84492,,,
c:84494,,,
c:84495,,,
c:84496,,,
c:84497,,,
c:84498,,,
c:84499,,,
c:845,1.0,,
c:8450,,,
c:84500,,,
c:84501,,,
c:84502,,,
c:84503,,,
c:84504,,,
c:84505,,,
c:84506,,,
c:84510,,,
c:84512,,,
c:84513,,,
c:84514,,,
c:84515,,,
c:84516,,,
c:84517,1.0,,
c:84518,1.0,angel,3.0
c:8452,,,
c:84520,,,
c:84521,,,
c:84522,,,
c:84524,,,
c:84528,,,
c:84529,,,
c:8453,1.0,angel,1.0
c:84530,,,
c:84531,,,
c:84532,,,
c:84533,,,
c:84534,,,
c:84535,,,
c:84536,,,
c:84537,,,
c:84538,,,
c:8454,,,
c:84541,,,
c:84542,,,
c:84544,,,
c:84547,,,
c:8455,,,
c:84551,,,
c:84552,,,
c:84553,,,
c:84555,,,
c:84556,,,
c:84557,,,
c:84558,1.0,series-a,2.0
c:84559,,,
c:8456,,,
c:84560,4.0,series-b,5.0
c:84562,1.0,venture,1.0
c:84563,,,
c:84564,,,
c:84566,,,
c:84567,,,
c:84569,1.0,series-a,0.0
c:8457,,,
c:84570,,,
c:84573,,,
c:84575,,,
c:84576,,,
c:84577,,,
c:84578,,,
c:8458,,,
c:84580,1.0,series-a,1.0
c:84581,1.0,series-a,4.0
c:84582,,,
c:84583,,,
c:84584,,,
c:84585,,,
c:84586,,,
c:84587,,,
c:84588,,,
c:84589,,,
c:8459,1.0,series-a,0.0
c:84591,,,
c:84592,1.0,angel,0.0
c:84593,1.0,,
c:84594,,,
c:84597,,,
c:84598,,,
c:84599,,,
c:846,1.0,series-a,1.0
c:8460,1.0,angel,1.0
c:84600,,,
c:84602,,,
c:84603,,,
c:84604,1.0,angel,2.0
c:84605,,,
c:84606,,,
c:84608,1.0,angel,3.0
c:84609,,,
c:8461,,,
c:84610,,,
c:84611,,,
c:84612,,,
c:84613,,,
c:84614,,,
c:84618,,,
c:84619,,,
c:8462,,,
c:84620,,,
c:84621,,,
c:84623,,,
c:84624,,,
c:84625,,,
c:84626,,,
c:84628,2.0,other,1.0
c:84629,1.0,series-a,1.0
c:8463,,,
c:84630,1.0,venture,1.0
c:84631,,,
c:84632,1.0,venture,0.0
c:84633,,,
c:84635,,,
c:84636,,,
c:84637,,,
c:84638,,,
c:8464,,,
c:84640,,,
c:84642,3.0,venture,0.0
c:84643,,,
c:84644,,,
c:84645,,,
c:84646,,,
c:84647,3.0,venture,4.0
c:84648,,,
c:84649,,,
c:8465,,,
c:84650,,,
c:84651,,,
c:84654,,,
c:84655,,,
c:84656,2.0,,
c:84658,3.0,series-b,2.0
c:8466,,,
c:84660,,,
c:84661,,,
c:84664,,,
c:84665,,,
c:84666,,,
c:84667,,,
c:84668,3.0,series-a,4.0
c:8467,1.0,venture,6.0
c:84671,,,
c:84672,,,
c:84673,,,
c:84674,,,
c:84676,2.0,series-a,5.0
c:84677,,,
c:84679,,,
c:8468,1.0,,
c:84680,,,
c:84683,,,
c:84684,,,
c:84685,,,
c:84688,,,
c:8469,,,
c:84691,,,
c:84693,,,
c:84695,,,
c:84696,,,
c:84697,,,
c:84698,,,
c:847,1.0,series-a,1.0
c:8470,,,
c:84700,4.0,series-a,8.0
c:84701,1.0,venture,2.0
c:84702,,,
c:84705,1.0,series-a,2.0
c:84708,,,
c:84709,,,
c:8471,,,
c:84710,1.0,angel,0.0
c:84712,,,
c:84713,,,
c:84714,,,
c:84715,1.0,venture,2.0
c:84718,,,
c:84719,,,
c:8472,3.0,venture,11.0
c:84720,,,
c:84721,,,
c:84723,,,
c:84724,,,
c:84725,2.0,series-a,10.0
c:84727,,,
c:84728,,,
c:84729,,,
c:84731,1.0,series-a,1.0
c:84733,,,
c:84734,,,
c:84735,1.0,venture,1.0
c:84738,,,
c:84739,,,
c:8474,,,
c:84740,,,
c:84741,,,
c:84742,,,
c:84743,3.0,series-a,0.0
c:84744,,,
c:84746,2.0,venture,2.0
c:84748,,,
c:84749,,,
c:8475,,,
c:84750,,,
c:84751,,,
c:84753,,,
c:84754,,,
c:84755,,,
c:84756,2.0,series-c+,3.0
c:84758,,,
c:84759,,,
c:8476,,,
c:84760,1.0,angel,0.0
c:84761,1.0,venture,0.0
c:84762,1.0,angel,1.0
c:84764,1.0,series-a,11.0
c:84765,,,
c:84766,,,
c:84767,,,
c:84768,,,
c:8477,,,
c:84772,,,
c:84773,,,
c:84774,,,
c:84775,,,
c:84776,,,
c:84777,,,
c:84778,,,
c:84779,,,
c:8478,,,
c:84780,,,
c:84781,1.0,angel,0.0
c:84783,1.0,angel,0.0
c:84784,,,
c:84785,,,
c:84786,,,
c:84787,,,
c:8479,1.0,series-a,1.0
c:84790,,,
c:84794,,,
c:84795,,,
c:84796,,,
c:84797,,,
c:84798,2.0,series-b,2.0
c:84799,1.0,angel,0.0
c:848,1.0,,
c:8480,,,
c:84800,3.0,venture,1.0
c:84801,,,
c:84802,,,
c:84803,,,
c:84804,,,
c:84805,,,
c:84807,1.0,angel,0.0
c:84808,,,
c:8481,1.0,venture,1.0
c:84810,,,
c:84811,,,
c:84812,,,
c:84813,,,
c:84814,,,
c:84815,,,
c:84816,,,
c:84817,,,
c:84818,,,
c:84819,,,
c:8482,,,
c:84820,,,
c:84821,1.0,angel,10.0
c:84823,,,
c:84825,,,
c:84827,,,
c:84828,,,
c:84830,,,
c:84832,,,
c:84833,,,
c:84835,,,
c:84838,,,
c:84839,,,
c:84840,,,
c:84841,,,
c:84842,1.0,angel,0.0
c:84846,,,
c:84847,,,
c:84848,3.0,venture,8.0
c:84849,,,
c:8485,,,
c:84851,,,
c:84852,,,
c:84853,,,
c:84854,,,
c:84855,,,
c:84856,,,
c:84857,,,
c:84858,,,
c:8486,,,
c:84860,,,
c:84861,,,
c:84862,,,
c:84863,,,
c:84866,,,
c:84867,3.0,venture,10.0
c:84868,1.0,angel,0.0
c:84869,3.0,series-c+,5.0
c:8487,,,
c:84873,,,
c:84875,2.0,venture,4.0
c:84876,,,
c:84877,,,
c:84879,,,
c:8488,,,
c:84880,,,
c:84882,,,
c:84883,,,
c:84884,,,
c:84885,,,
c:84886,1.0,angel,1.0
c:84887,,,
c:84889,,,
c:8489,,,
c:84891,,,
c:84892,,,
c:84894,,,
c:84895,,,
c:84896,,,
c:84897,,,
c:849,,,
c:8490,,,
c:84900,,,
c:84901,,,
c:84903,,,
c:84904,,,
c:84906,,,
c:84907,,,
c:84909,,,
c:8491,2.0,venture,1.0
c:84910,,,
c:84913,,,
c:84914,2.0,series-a,1.0
c:84915,,,
c:84916,,,
c:84917,,,
c:84921,,,
c:84922,,,
c:84926,,,
c:84927,,,
c:84928,1.0,other,0.0
c:84929,1.0,venture,1.0
c:84930,,,
c:84932,,,
c:84933,2.0,other,0.0
c:84934,,,
c:84935,,,
c:84937,,,
c:84938,,,
c:84939,,,
c:8494,2.0,other,1.0
c:84940,,,
c:84941,,,
c:84942,,,
c:84944,,,
c:84946,,,
c:84949,1.0,angel,0.0
c:8495,,,
c:84953,1.0,angel,1.0
c:84954,,,
c:84955,,,
c:84956,1.0,angel,3.0
c:84957,,,
c:84958,5.0,angel,7.0
c:84959,4.0,series-b,16.0
c:8496,,,
c:84960,,,
c:84961,1.0,venture,0.0
c:84962,,,
c:84963,1.0,other,0.0
c:84965,2.0,venture,1.0
c:84966,1.0,venture,1.0
c:84967,,,
c:84968,1.0,series-c+,4.0
c:84969,,,
c:84971,,,
c:84972,,,
c:84973,,,
c:84974,,,
c:84975,2.0,series-b,7.0
c:84976,,,
c:84977,,,
c:84978,,,
c:84980,,,
c:84981,,,
c:84982,,,
c:84990,,,
c:84993,,,
c:84994,,,
c:84995,,,
c:84996,,,
c:84997,,,
c:84998,,,
c:84999,,,
c:85,4.0,venture,5.0
c:850,3.0,series-c+,3.0
c:85000,,,
c:85001,,,
c:85002,1.0,venture,1.0
c:85004,1.0,venture,1.0
c:85005,,,
c:85006,,,
c:85007,3.0,,
c:85008,1.0,,
c:8501,,,
c:85010,,,
c:85013,,,
c:85014,1.0,angel,2.0
c:85015,,,
c:85016,1.0,venture,1.0
c:85017,,,
c:85018,,,
c:85019,1.0,angel,1.0
c:8502,1.0,series-a,1.0
c:85024,,,
c:85025,,,
c:85026,1.0,angel,0.0
c:85027,,,
c:85028,,,
c:8503,,,
c:85030,1.0,venture,2.0
c:85031,,,
c:85033,,,
c:85034,,,
c:85035,,,
c:85036,,,
c:85037,,,
c:85038,,,
c:8504,3.0,venture,4.0
c:85040,,,
c:85041,,,
c:85043,3.0,series-a,0.0
c:85044,,,
c:85045,,,
c:85046,,,
c:85047,,,
c:85048,,,
c:85049,,,
c:8505,1.0,other,0.0
